nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
-9.375019375339078698e-01
-9.058404665897534791e-01
-8.845442653652352272e-01
-8.684780071772441046e-01
-8.558818486793458025e-01
-8.459024740883396287e-01
-8.380554031401329373e-01
-8.320415038763659954e-01
-8.276687509587460356e-01
-8.248142089662444665e-01
-8.234042402204271305e-01
-8.234042402204271305e-01
-8.248142089662444665e-01
-8.276687509587460356e-01
-8.320415038763659954e-01
-8.380554031401329373e-01
-8.459024740883396287e-01
-8.558818486793458025e-01
-8.684780071772441046e-01
-8.845442653652352272e-01
-9.058404665897534791e-01
-9.375019375339078698e-01
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
-9.508267874141863585e-01
-9.007124392683590886e-01
-8.703773414712263623e-01
-8.475203407004957556e-01
-8.291139022503096756e-01
-8.138332217710727567e-01
-8.009570919722123206e-01
-7.900426515594745069e-01
-7.807966786287395822e-01
-7.730151920409518151e-01
-7.665516995216759000e-01
-7.612991119492265035e-01
-7.571788355100903534e-01
-7.541339370709293499e-01
-7.521247836425640765e-01
-7.511262893026914300e-01
-7.511262893026914300e-01
-7.521247836425640765e-01
-7.541339370709293499e-01
-7.571788355100903534e-01
-7.612991119492265035e-01
-7.665516995216759000e-01
-7.730151920409518151e-01
-7.807966786287395822e-01
-7.900426515594745069e-01
-8.009570919722123206e-01
-8.138332217710727567e-01
-8.291139022503096756e-01
-8.475203407004957556e-01
-8.703773414712263623e-01
-9.007124392683590886e-01
-9.508267874141863585e-01
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
-9.141046290186164436e-01
-8.723049233052999618e-01
-8.427166586185967923e-01
-8.192403105000155561e-01
-7.997150024885527619e-01
-7.830712234022692009e-01
-7.686861287941987309e-01
-7.561596446109917213e-01
-7.452174852383709469e-01
-7.356628294237084198e-01
-7.273497686113261640e-01
-7.201676276548525379e-01
-7.140311842939388587e-01
-7.088743063411628853e-01
-7.046456797872273636e-01
-7.013058781355800964e-01
-6.988253307259011393e-01
-6.971829208971745961e-01
-6.963650474856875050e-01
-6.963650474856875050e-01
-6.971829208971745961e-01
-6.988253307259011393e-01
-7.013058781355800964e-01
-7.046456797872273636e-01
-7.088743063411628853e-01
-7.140311842939388587e-01
-7.201676276548525379e-01
-7.273497686113261640e-01
-7.356628294237084198e-01
-7.452174852383709469e-01
-7.561596446109917213e-01
-7.686861287941987309e-01
-7.830712234022692009e-01
-7.997150024885527619e-01
-8.192403105000155561e-01
-8.427166586185967923e-01
-8.723049233052999618e-01
-9.141046290186157774e-01
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
-9.141046290186171097e-01
-8.666057138102567503e-01
-8.335246101427877807e-01
-8.072875866059778804e-01
-7.853698713316691338e-01
-7.665516995216756779e-01
-7.501317849980719821e-01
-7.356628294237086418e-01
-7.228391195779837464e-01
-7.114412251683671640e-01
-7.013058781355803184e-01
-6.923082884633082745e-01
-6.843511456247648450e-01
-6.773574606527894559e-01
-6.712657362968803554e-01
-6.660266132212835366e-01
-6.616004890244993053e-01
-6.579558011185280275e-01
-6.550677777352833520e-01
-6.529175300703278229e-01
-6.514914019475477325e-01
-6.507805218655641211e-01
-6.507805218655641211e-01
-6.514914019475477325e-01
-6.529175300703278229e-01
-6.550677777352833520e-01
-6.579558011185280275e-01
-6.616004890244993053e-01
-6.660266132212835366e-01
-6.712657362968803554e-01
-6.773574606527894559e-01
-6.843511456247648450e-01
-6.923082884633082745e-01
-7.013058781355803184e-01
-7.114412251683671640e-01
-7.228391195779837464e-01
