subband index,frequency (Hz),Avg Error %,Min Error %,Max Error %,Avg Error,Min Error,Max Error,Min Out,Max Out,Min Ref,Max Ref,Shift,Range Size %,Ref Range,Avg Err/Range,Min Err/Range,Max Err/Range
150,2.93E+07,1.32091,0.000357627,5.5362,2217.41,0.9375,12041.3,120832,278528,121919,286070,4314.5,96.06764503,164151,1.350835511,0.0005711204927,7.335502068
151,2.95E+07,1.13723,0.000341078,4.97478,1929.59,0.445312,10120.4,122368,280576,122913,287863,3916,95.91270082,164950,1.169802971,0.0002699678691,6.13543498
152,2.97E+07,1.04037,0.000415041,4.68463,1766.59,0.53125,10311.4,121856,280576,121925,288880,4186.5,95.06753317,166955,1.058123446,0.0003181995148,6.176155251
153,2.99E+07,1.04825,0.000636702,4.99894,1804.61,0.90625,10260.6,122880,284672,123837,292435,4360,95.96317869,168598,1.070362638,0.0005375212043,6.085837317
154,3.01E+07,1.14892,6.47E-05,5.22213,1996.08,0.109375,10952.5,124416,286720,124857,295956,4838.5,94.85970111,171099,1.166622832,0.00006392497911,6.401264765
155,3.03E+07,1.10122,3.47E-05,4.96744,1928.95,0.0625,10861.4,124928,288768,125258,297971,4766.5,94.86257549,172713,1.116852814,0.00003618720073,6.288698592
156,3.05E+07,1.01579,0.000206692,4.64388,1775.55,0.265625,10759.9,124416,288768,124963,298255,5017,94.84107749,173292,1.024600097,0.0001532817441,6.209115251
157,3.07E+07,1.3608,0.0002062,7.67791,2400.09,0.3125,16691.4,125440,294912,127108,302838,4797,96.43885506,175730,1.365782735,0.000177829625,9.498321288
158,3.09E+07,1.30634,1.86E-05,9.25176,2345.99,0.03125,24063.6,128512,294912,128919,305069,5282,94.46494465,176150,1.331813795,0.00001774056202,13.66085722
159,3.11E+07,1.19575,0.000195038,5.44722,2115.52,0.265625,12413.7,126464,294912,126998,304917,5269.5,94.67679112,177919,1.18903546,0.0001492954659,6.977163766
160,3.13E+07,1.06135,1.91E-05,4.77969,1924.67,0.03125,11527.6,129024,299008,129745,307511,4612,95.62233498,177766,1.082698604,0.00001757928963,6.484704612
161,3.14E+07,1.42633,6.40E-05,9.64279,2600.08,0.09375,24683.7,129536,301056,131514,310110,5516,96.03798517,178596,1.455844476,0.00005249277699,13.82097023
162,3.16E+07,0.977217,0.000135811,4.70521,1792.81,0.265625,11222.5,130048,301056,130318,310715,4964.5,94.79536799,180397,0.9938136444,0.0001472446881,6.221001458
163,3.18E+07,1.20001,9.25E-06,5.59903,2212.12,0.015625,13043.6,130560,303104,132491,313495,6161,95.32607014,181004,1.222138737,0.000008632405914,7.206249586
164,3.20E+07,1.16721,0.000135634,5.48725,2159.43,0.1875,13096.4,131072,303104,132909,313957,6345,95.02010517,181048,1.192738942,0.0001035636958,7.233661791
165,3.22E+07,1.15582,5.54E-05,5.6993,2129.31,0.140625,13247.2,131072,305152,132481,313385,4821,96.22783355,180904,1.17703865,0.00007773459957,7.322778932
166,3.24E+07,1.1618,0.000523677,5.542,2170.54,0.8125,13445.4,133120,305152,134911,315995,6317,95.00121491,181084,1.198637097,0.0004486867973,7.424951956
167,3.26E+07,1.16718,0.000277432,5.69593,2201.54,0.4375,13943,135168,309248,136710,318544,5419,95.735671,181834,1.210741665,0.0002406040674,7.667982885
168,3.28E+07,1.14087,0.000119539,5.55844,2152.32,0.265625,13255.1,134144,309248,136430,320178,6608,95.29573111,183748,1.171343362,0.0001445593966,7.213738381
169,3.30E+07,1.13365,8.62E-06,5.76764,2184.28,0.015625,13652.6,137216,313344,139289,324311,6520,95.19300408,185022,1.180551502,0.000008444941683,7.378906292
170,3.32E+07,1.17455,4.68E-05,5.81151,2272.86,0.078125,14637.9,138240,315392,140608,326709,6842.5,95.19132084,186101,1.22130456,0.00004197989264,7.865567622
171,3.34E+07,1.11786,8.77E-06,5.60457,2164.19,0.015625,13505.1,138240,317440,140074,327288,5841,95.71933723,187214,1.155997949,0.000008346063863,7.213723333
172,3.36E+07,1.1356,0.000202487,5.80216,2212.66,0.40625,14143.2,140288,317440,141394,328445,6055.5,94.70786042,187051,1.182918028,0.0002171867566,7.561146425
173,3.38E+07,1.15165,2.96E-05,5.72751,2260.67,0.0625,14323.3,141312,319488,142838,330817,6427.5,94.78505578,187979,1.202618378,0.00003324839477,7.619627724
174,3.40E+07,1.29298,0.000116685,6.42643,2512.38,0.203125,15577,140288,319488,142290,332029,7271.5,94.4455278,189739,1.324124192,0.0001070549544,8.209698586
175,3.42E+07,1.14857,0.000105233,5.76744,2284.55,0.1875,14565.7,143360,325632,144710,336934,6326,94.82270684,192224,1.188483228,0.00009754245047,7.577461711
176,3.44E+07,1.2031,0.000259903,5.7863,2419.48,0.484375,14772.7,145408,329728,146873,341672,6704.5,94.62060894,194799,1.24203923,0.0002486537405,7.583560491
177,3.46E+07,1.28285,0.000158122,6.07571,2573.7,0.3125,16558,145408,329728,146660,342477,7000.5,94.1287018,195817,1.314339409,0.0001595877784,8.45585419
178,3.48E+07,1.26698,4.38E-05,6.12525,2574.45,0.078125,16669.6,147456,333824,147803,345795,6159,94.12905572,197992,1.300279809,0.000039458665,8.419330074
179,3.50E+07,1.20351,8.77E-05,5.86274,2462.07,0.15625,16644.9,148480,335872,148838,347829,6157.5,94.17109317,198991,1.237277063,0.00007852113915,8.364649658
180,3.52E+07,1.12218,0.000428182,5.68614,2297.14,0.859375,16866.2,147456,335872,148675,348803,7075,94.14774544,200128,1.147835385,0.0004294126759,8.427706268
181,3.54E+07,1.29718,0.000121746,6.08831,2674.33,0.234375,17573.1,150528,339968,151130,353344,6989,93.68292997,202214,1.322524652,0.0001159044379,8.690347849
182,3.55E+07,1.29304,0.000278766,6.42381,2698.44,0.5625,18106.8,151552,344064,152831,356983,7099,94.29836592,204152,1.32177985,0.0002755299973,8.869273874
183,3.57E+07,1.12944,0.000150087,5.91957,2378.89,0.28125,17840.9,153600,346112,154038,360551,7438.5,93.22028153,206513,1.151932324,0.0001361899735,8.63911715
184,3.59E+07,1.30067,0.000129175,6.29318,2774.44,0.25,17887.5,155648,352256,158249,366382,8363.5,94.46267531,208133,1.333013025,0.0001201155031,8.594264244
185,3.61E+07,1.30374,0.000176818,6.22006,2799.52,0.421875,19065.5,156672,354304,159311,370162,9248.5,93.73064391,210851,1.327724317,0.0002000820485,9.042167218
186,3.63E+07,1.3251,3.93E-05,6.4041,2837.6,0.078125,19139.3,156672,354304,159376,370180,9290,93.75154172,210804,1.346084515,0.00003706049221,9.079192046
187,3.65E+07,1.23437,1.44E-05,5.98743,2685.62,0.03125,19609.4,160768,356352,162400,372914,9097,92.90783511,210514,1.275744131,0.00001484461841,9.315009928
188,3.67E+07,1.32525,0.000110973,6.18806,2890.57,0.1875,19107,161792,358400,163629,374173,8805,93.380956,210544,1.372905426,0.00008905501938,9.075062695
189,3.69E+07,1.30225,7.13E-06,6.2554,2830.85,0.015625,20670.2,160768,358400,162704,373884,8710,93.58461976,211180,1.340491524,0.000007398901411,9.787953405
190,3.71E+07,1.41792,4.15E-05,6.84595,3142.09,0.078125,21249.9,164864,362496,166577,380265,9741,92.48624162,213688,1.470410131,0.00003656031223,9.94435813
191,3.73E+07,1.27865,0.000101725,6.15345,2874.8,0.1875,19865.2,167936,366592,168929,383372,8886.5,92.63813694,214443,1.340589341,0.00008743582211,9.263627164
192,3.75E+07,1.29005,0.000106077,6.35921,2920.34,0.203125,21931.2,168960,368640,170195,385754,9174.5,92.63357132,215559,1.354775259,0.00009423174166,10.17410547
193,3.77E+07,1.30934,1.29E-05,6.09824,3013.9,0.03125,21179.6,173056,372736,173240,390723,9085.5,91.81407282,217483,1.385809466,0.00001436893918,9.738508297
194,3.79E+07,1.40986,0.000123303,6.55054,3256.59,0.25,23609.7,175104,372736,174983,391435,9289,91.30523164,216452,1.504532183,0.0001154990483,10.90759152
195,3.81E+07,1.26735,0.000138089,6.08799,2903.51,0.3125,21056.9,174080,372736,172991,387012,6593.5,92.82079796,214021,1.356647245,0.0001460137089,9.838707417
196,3.83E+07,1.30177,2.14E-05,6.05127,3031.82,0.046875,22095.5,177152,374784,176545,390660,7634.5,92.30180043,214115,1.415977395,0.00002189244098,10.3194545
197,3.85E+07,1.37831,0.000208413,6.29514,3238.15,0.4375,23050.7,178176,378880,178990,393048,7491,93.76150389,214058,1.51274421,0.0002043838586,10.76843659
198,3.87E+07,1.38682,0.000423853,6.36276,3274.66,0.9375,23835,180224,382976,179987,396287,6537,93.73647712,216300,1.513943597,0.0004334257975,11.01941748
199,3.89E+07,1.24834,0.000160987,6.19098,3022.62,0.359375,22805.5,184320,387072,184781,401919,7654,93.37472022,217138,1.39202719,0.0001655053468,10.50276783
200,3.91E+07,1.3578,8.48E-05,6.3711,3316.54,0.1875,23305.2,186368,393216,186852,406421,6844.5,94.20637704,219569,1.510477344,0.00008539456845,10.61406665
201,3.93E+07,1.34852,0.000125922,6.34341,3282.21,0.265625,24196.3,185344,393216,186470,405726,6818,94.80789579,219256,1.496976137,0.000121148338,11.03563871
202,3.95E+07,11.4084,9.39E-05,280.287,52160.2,0.375,1.78E+06,-626688,6.91E+06,263014,8.57E+06,1273571,9.08E+01,8308476,0.6277950373,0.000004513463119,2.14E+01
203,3.96E+07,1.24798,0,5.90251,3111.66,0,23712.6,191488,399360,191750,412962,6932,93.96958574,221212,1.406641593,0,10.71940039
204,3.98E+07,1.35148,2.87E-05,6.72322,3374.48,0.0625,24138.6,192512,401408,193102,415058,7120,94.11595091,221956,1.520337364,0.00002815873416,10.87539873
205,4.00E+07,1.35663,4.14E-05,6.49801,3456.59,0.09375,25124.2,196608,407552,196740,421560,7070,93.82795125,224820,1.537492216,0.00004170002669,11.17525131
206,4.02E+07,1.24941,9.36E-06,6.02284,3238.61,0.03125,24442.3,200704,413696,200590,427681,6935.5,93.79147566,227091,1.426128733,0.0000137610033,10.76321827
207,4.04E+07,1.30612,0.000355609,6.41684,3411.74,0.859375,25908.2,201728,417792,202706,433139,8162.5,93.76434799,230433,1.480577869,0.0003729392058,11.24326811
208,4.06E+07,1.33057,0.000120464,6.35877,3552.06,0.28125,26919.9,207872,425984,208285,440678,7553.5,93.8548063,232393,1.528471167,0.0001210234387,11.58378264
209,4.08E+07,1.34438,0.000153254,6.26831,3599.28,0.359375,25989.8,208896,425984,209422,444177,9359.5,92.4742817,234755,1.53320696,0.0001530851313,11.0710315
210,4.10E+07,1.22729,0.000117375,5.96124,3270.08,0.265625,24757.9,207872,423936,208126,441020,8669,92.77353646,232894,1.404106589,0.0001140540332,10.63054437
211,4.12E+07,1.32611,0.000175313,6.35889,3566.53,0.421875,27675.6,208896,428032,210907,443910,8944.5,94.04857448,233003,1.530679862,0.0001810599005,11.87778698
212,4.14E+07,1.31376,5.70E-05,6.266,3586.99,0.140625,27655.1,212992,434176,214410,450619,8930.5,93.63910774,236209,1.518566185,0.00005953414137,11.70789428
213,4.16E+07,1.3983,4.07E-05,6.66685,3874.68,0.125,29858.2,215040,440320,217540,460032,11106,92.90203388,242492,1.597858898,0.00005154809231,12.313066
214,4.18E+07,1.31017,3.08E-05,6.42994,3724.32,0.078125,29554.2,222208,450560,223208,470867,10653.5,92.20420013,247659,1.503809674,0.00003154539104,11.93342459
215,4.20E+07,1.33104,0,6.25963,3839.22,0,29266.2,226304,456704,227652,477541,11092.5,92.20093722,249889,1.536370148,0,11.71167999
216,4.22E+07,1.28367,0.000286101,6.1052,3726.54,0.75,28630.3,227328,458752,228672,479374,10983,92.31039242,250702,1.486442071,0.0002991599588,11.42005249
217,4.24E+07,1.41642,0.000890088,6.95434,4169.84,2.1875,32910,231424,462848,233054,485502,12142,91.67194828,252448,1.651761947,0.0008665150843,13.03634808
218,4.26E+07,1.30225,0.000300305,6.62101,3865.88,1.15625,31656.4,233472,464896,235163,489761,13278,90.89780752,254598,1.518425125,0.0004541473224,12.43387615
219,4.28E+07,1.30133,0.000240929,6.38636,3891.73,0.65625,30737.4,234496,468992,236492,492964,12984,91.43142331,256472,1.517409308,0.0002558758851,11.98470008
220,4.30E+07,1.3935,0.000415131,6.86272,4284.25,1.15625,33651.7,241664,479232,244485,504549,14069,91.34982158,260064,1.647382952,0.0004446020979,12.93977636
221,4.32E+07,1.3561,0.000199028,6.81749,4224.34,0.5625,33863.2,245760,485376,247052,509671,12793.5,91.24092316,262619,1.608543175,0.0002141886154,12.8944212
222,4.34E+07,1.30019,6.73E-05,6.41849,4106.41,0.1875,32307.3,249856,493568,250493,517054,12061.5,91.42822844,266561,1.540514179,0.00007034037237,12.12004007
223,4.36E+07,1.30916,0.000782762,6.57376,4241.27,2.46875,33864.4,258048,503808,259155,527761,12530,91.49460548,268606,1.578993023,0.0009190971162,12.60746223
224,4.38E+07,1.40294,4.33E-05,6.90693,4633.51,0.125,36011.9,264192,514048,265260,536533,11776.5,92.10500123,271273,1.708061621,0.00004607904215,13.27515086
225,4.39E+07,1.31755,8.03E-05,6.70469,4342.55,0.21875,34881.7,262144,512000,262699,535065,11810,91.73538547,272366,1.594380356,0.00008031472357,12.80692157
226,4.41E+07,1.28984,1.07E-05,6.65245,4311.73,0.03125,35028.4,266240,518144,268024,541210,12425,92.20970328,273186,1.578312944,0.00001143909278,12.82217976
227,4.43E+07,1.32656,0.000138716,6.93698,4526.18,0.46875,37096.2,272384,528384,272799,549702,10866.5,92.45114715,276903,1.634572395,0.0001692831064,13.39682127
228,4.45E+07,1.31483,0.000333785,6.85293,4568.61,1.09375,37367.1,276480,536576,277935,560872,12875.5,91.92717814,282937,1.614709282,0.0003865701552,13.20686231
229,4.47E+07,1.30386,0.000194576,7.20818,4688.83,0.59375,40568.2,288768,552960,289144,577465,12440.5,91.63120272,288321,1.626253377,0.0002059336642,14.07049781
230,4.49E+07,1.28051,4.31E-05,7.07953,4726.74,0.15625,40881.2,296960,573440,297060,592313,9486.5,93.64172422,295253,1.60091176,0.00005292071545,13.84615906
231,4.51E+07,1.29977,8.92E-05,7.27243,4850.41,0.3125,42403.8,299008,573440,300327,598561,13220,92.01901862,298234,1.626377274,0.0001047834922,14.21829838
232,4.53E+07,1.31419,8.98E-06,7.29238,4988.28,0.03125,42851.4,305152,581632,307169,603419,11902,93.32658228,296250,1.683807595,0.00001054852321,14.46460759
233,4.55E+07,1.3948,0.000234751,7.46387,5383.22,0.875,44270.8,311296,585728,313979,611074,14014.5,92.37180027,297095,1.811952406,0.0002945185883,14.90122688
234,4.57E+07,1.27736,4.65E-05,7.22518,4983.98,0.15625,40872.8,313344,593920,317322,618515,14286.5,93.1548874,301193,1.654746292,0.00005187703565,13.5703021
235,4.59E+07,1.37004,8.52E-05,6.95523,5527.45,0.3125,43171.6,327680,610304,329626,636283,13962.5,92.16290514,306657,1.802486165,0.0001019053861,14.07813942
236,4.61E+07,1.35709,0.000188491,7.75318,5603.92,0.65625,49229.4,333824,622592,337722,651168,16237,92.12687353,313446,1.787842244,0.0002093662066,15.70586321
237,4.63E+07,1.35151,0.000691527,7.32343,5694.29,2.625,47579.8,339968,634880,344346,666723,18110.5,91.48047162,322377,1.766344994,0.0008142640449,14.75905539
238,4.65E+07,1.31828,0.000125846,7.27038,5713.38,0.5,48492.6,352256,655360,355405,684159,15974,92.19781356,328754,1.737889121,0.0001520894042,14.75042129
239,4.67E+07,1.36361,9.49E-05,7.36689,6040.81,0.375,50164.8,362496,671744,365978,698617,15177.5,92.96805245,332639,1.816025782,0.0001127348266,15.08085342
240,4.69E+07,1.30146,0.000667577,8.02204,5872.56,2.625,55372.3,366592,679936,372566,708808,17423,93.19002385,336242,1.746527798,0.000780687719,16.46799032
241,4.71E+07,1.31919,0.000106457,7.94205,6099.27,0.5625,56186,378880,692224,382862,726313,19035.5,91.23397515,343451,1.775877782,0.0001637788214,16.35924775
242,4.73E+07,1.30634,4.40E-05,7.69151,6168.12,0.21875,55289.8,391168,708608,394920,738295,16719.5,92.44703313,343375,1.796321806,0.00006370586094,16.10187113
243,4.75E+07,1.31533,0.000105476,8.16544,6347.9,0.46875,60092.1,399360,720896,401465,756635,18922,90.53016865,355170,1.787284962,0.0001319790523,16.91924994
244,4.77E+07,1.30745,8.90E-05,8.25819,6592.25,0.4375,63048.3,419840,749568,422307,785086,18992.5,90.88949471,362779,1.817153143,0.0001205968372,17.37925845
245,4.79E+07,1.26912,0.000100977,8.51408,6633.85,0.5,67089.8,432128,774144,435936,810396,20030,91.3357902,374460,1.771577739,0.0001335256102,17.91641297
246,4.80E+07,1.25981,0.000450553,8.17553,6727.33,2.0625,66007.9,442368,790528,445907,830738,21874.5,90.47088202,384831,1.748125801,0.0005359495467,17.15243834
247,4.82E+07,1.20175,0.000174386,7.7199,6584.16,1,63734.8,454656,811008,459250,850247,21916.5,91.1393182,390997,1.683941309,0.000255756438,16.30058543
248,4.84E+07,1.26409,0,8.10096,7051.46,0,68241.3,462848,823296,467019,867746,24310.5,89.94851857,400727,1.759666806,0,17.02937411
249,4.86E+07,1.26493,0.000102151,8.41563,7205.32,0.5,71512,471040,835584,476391,882062,25914.5,89.86198175,405671,1.776148652,0.0001232525865,17.62807793
250,4.88E+07,1.27532,0.00014085,7.99298,7509.08,0.75,70455.2,491520,868352,495638,916977,26371.5,89.43677182,421339,1.782194385,0.0001780039351,16.72173713
251,4.90E+07,1.26524,8.75E-05,7.52716,7723.57,0.5625,68647.5,509952,897024,515548,951283,29927.5,88.83197356,435735,1.772538355,0.0001290922235,15.75441495
252,4.92E+07,1.28419,0.000162327,8.28164,8117.09,0.9375,79146.9,524288,925696,530220,987020,33628,87.87390543,456800,1.776946147,0.000205232049,17.32637916
253,4.94E+07,1.26263,0,7.73679,8294.46,0,76594.4,548864,962560,553524,1.02E+06,33130,8.79E+01,470636,1.762393867,0,16.27465812
254,4.96E+07,1.26421,0.000110425,7.96874,8577.06,0.6875,81217.6,561152,987136,570501,1.06E+06,39626.5,8.76E+01,486539,1.762872041,0.0001413041914,16.69292698
255,4.98E+07,1.32142,8.58E-05,8.09928,9160.85,0.5625,84470.1,573440,1.01E+06,580677,1.08E+06,40743.5,8.66E+01,501193,1.827808848,0.0001122322139,16.85380682
256,5.00E+07,1.31398,0.000261837,7.90859,9454.95,1.8125,85124.6,598016,1.04E+06,606067,1.12E+06,42465.5,8.65E+01,511193,1.849585186,0.0003545627581,16.65214508
257,5.02E+07,1.28091,0.000477984,7.51576,9409.98,3.1875,84585.9,614400,1.06E+06,619413,1.15E+06,42541.5,8.57E+01,525617,1.790273146,0.0006064301573,16.09268726
258,5.04E+07,1.30816,4.65E-05,7.94173,9906.67,0.3125,90105.8,630784,1.09E+06,636096,1.18E+06,46546,8.48E+01,541224,1.830419567,0.00005773949418,16.64852261
259,5.06E+07,1.35213,0.000366212,8.09976,10699.6,2.625,95305.8,659456,1.14E+06,663223,1.22E+06,43093.5,8.59E+01,557887,1.917879427,0.0004705253931,17.083352
260,5.08E+07,1.31864,4.15E-05,8.23218,10863.4,0.3125,100678,688128,1.19E+06,692470,1.27E+06,43376,8.65E+01,577780,1.880196615,0.00005408633044,17.42497144
261,5.10E+07,1.30469,0.00107223,7.72481,11099.8,8.125,98068.4,708608,1.23E+06,716739,1.32E+06,48555.5,8.65E+01,601041,1.846762534,0.001351821257,16.31642434
262,5.12E+07,1.29356,0.000542707,7.67505,11497,4.3125,100789,741376,1.28E+06,747925,1.36E+06,46129.5,8.71E+01,615735,1.867199363,0.0007003824697,16.36889246
263,5.14E+07,1.33284,0.000175313,8.39758,12213.3,1.6875,113400,765952,1.30E+06,768833,1.40E+06,51135.5,8.48E+01,633087,1.929166134,0.0002665510427,17.91223007
264,5.16E+07,1.29106,0.00030373,8.44044,12144.6,2.625,116298,782336,1.34E+06,785032,1.43E+06,49483,8.55E+01,646538,1.878404672,0.0004060086182,17.98780582
265,5.18E+07,1.23862,0.000181036,7.90447,12145.3,1.75,113201,815104,1.39E+06,820721,1.49E+06,49973.5,8.67E+01,666249,1.82293707,0.0002626645593,16.99079473
266,5.20E+07,1.22248,9.49E-05,8.1117,12499.4,0.875,120770,851968,1.45E+06,856584,1.55E+06,50928,8.66E+01,690636,1.809839047,0.0001266948146,17.4867803
267,5.21E+07,1.22067,1.30E-05,8.39126,13052.7,0.125,129815,888832,1.51E+06,892153,1.61E+06,52260.5,8.63E+01,716377,1.822043421,0.00001744891307,18.1210452
268,5.23E+07,1.25705,0.000469499,8.42244,14133.8,4.75,136370,933888,1.58E+06,938559,1.68E+06,53660.5,8.69E+01,745151,1.896769916,0.0006374546904,18.30098866
269,5.25E+07,1.2478,0.000120148,8.50251,14521.9,1.25,143115,966656,1.65E+06,972543,1.75E+06,54503.5,8.75E+01,777167,1.868568789,0.0001608405915,18.41496101
270,5.27E+07,1.25096,5.45E-05,7.85353,14953.3,0.625,136148,999424,1.70E+06,1.00E+06,1.80E+06,5.63E+04,8.70E+01,799990,1.869185865,0.00007812597657,17.01871273
271,5.29E+07,1.24444,5.05E-05,8.12348,15335.5,0.625,145587,1.03E+06,1.75E+06,1.04E+06,1.87E+06,5.89E+04,8.69E+01,829490,1.848786604,0.00007534750268,17.551387
272,5.31E+07,1.27116,3.84E-05,8.30254,16341.3,0.5,154279,1.07E+06,1.82E+06,1.08E+06,1.93E+06,6.15E+04,8.72E+01,855100,1.911039644,0.00005847269325,18.04221728
273,5.33E+07,1.22058,4.27E-05,7.67795,16283.7,0.5,148520,1.11E+06,1.90E+06,1.12E+06,2.02E+06,6.17E+04,8.81E+01,892200,1.825117687,0.00005604124636,16.64649182
274,5.35E+07,1.18565,3.84E-05,7.70038,16415.3,0.5,155142,1.16E+06,1.97E+06,1.17E+06,2.10E+06,6.89E+04,8.61E+01,931990,1.761317182,0.0000536486443,16.64631595
275,5.37E+07,1.2293,0.000197466,7.90448,17838.5,2.75,167341,1.22E+06,2.07E+06,1.22E+06,2.21E+06,6.89E+04,8.68E+01,981280,1.817880727,0.000280246209,17.0533385
276,5.39E+07,1.2325,7.18E-05,8.15029,18790.1,1,181002,1.28E+06,2.16E+06,1.29E+06,2.32E+06,8.13E+04,8.58E+01,1031470,1.821681678,0.00009694901451,17.54796552
277,5.41E+07,1.2702,0.000236774,7.79169,20030.6,3.375,187178,1.33E+06,2.26E+06,1.34E+06,2.43E+06,9.05E+04,8.53E+01,1094520,1.830080766,0.0003083543471,17.10137777
278,5.43E+07,1.25172,0.000314615,8.66122,20570,5,209738,1.39E+06,2.34E+06,1.40E+06,2.53E+06,9.63E+04,8.37E+01,1135970,1.810787257,0.0004401524688,18.4633397
279,5.45E+07,1.18727,0.000212154,7.74149,20081.9,3.25,193846,1.43E+06,2.42E+06,1.44E+06,2.62E+06,1.01E+05,8.43E+01,1175710,1.708065765,0.0002764287112,16.48756921
280,5.47E+07,1.20645,0.000278156,8.60179,20909.1,4.375,222041,1.47E+06,2.51E+06,1.48E+06,2.70E+06,1.03E+05,8.51E+01,1222750,1.710006134,0.0003578000409,18.15914946
281,5.49E+07,1.169,3.07E-05,7.8395,21045.7,0.5,210446,1.53E+06,2.61E+06,1.54E+06,2.81E+06,1.06E+05,8.42E+01,1274390,1.651433235,0.00003923445727,16.51346919
282,5.51E+07,1.14589,1.30E-05,8.37913,21549.3,0.25,235247,1.60E+06,2.74E+06,1.60E+06,2.94E+06,1.07E+05,8.51E+01,1338300,1.610199507,0.00001868041545,17.57804678
283,5.53E+07,1.11255,8.25E-05,7.91492,21764.8,1.5,232360,1.67E+06,2.85E+06,1.67E+06,3.08E+06,1.15E+05,8.41E+01,1402040,1.552366552,0.0001069869619,16.57299364
284,5.55E+07,1.07654,7.86E-05,8.21182,22031.7,1.5,252590,1.74E+06,2.98E+06,1.75E+06,3.22E+06,1.22E+05,8.45E+01,1463670,1.505236836,0.0001024821169,17.25730527
285,5.57E+07,1.07874,0.000176323,8.04213,22620,3.25,255048,1.79E+06,3.08E+06,1.80E+06,3.32E+06,1.27E+05,8.47E+01,1518470,1.489657352,0.0002140312288,16.79638057
286,5.59E+07,1.05,7.60E-05,8.63849,22466.8,1.5,280397,1.84E+06,3.15E+06,1.84E+06,3.40E+06,1.31E+05,8.40E+01,1560020,1.440161024,0.00009615261343,17.97393623
287,5.61E+07,1.04459,0.000108133,8.153,22900.5,2.25,271966,1.88E+06,3.24E+06,1.90E+06,3.50E+06,1.33E+05,8.50E+01,1600480,1.430851994,0.0001405828252,16.99277717
288,5.63E+07,1.04983,6.99E-05,8.43706,23623.1,1.5,289863,1.94E+06,3.34E+06,1.96E+06,3.60E+06,1.37E+05,8.52E+01,1645120,1.435949961,0.000091178759,17.61956575
289,5.64E+07,1.05634,5.02E-05,7.92577,24215.3,1.25,276594,1.99E+06,3.44E+06,2.01E+06,3.71E+06,1.40E+05,8.54E+01,1698410,1.425762919,0.00007359824777,16.285467
290,5.66E+07,1.05616,5.49E-05,8.22803,24916.2,1.25,299665,2.05E+06,3.54E+06,2.07E+06,3.81E+06,1.49E+05,8.56E+01,1741650,1.430608905,0.00007177102173,17.20581058
291,5.68E+07,1.04536,0.000889189,8.79688,25266.8,20.25,328702,2.10E+06,3.62E+06,2.12E+06,3.91E+06,1.59E+05,8.53E+01,1786140,1.414603559,0.001133729719,18.40292474
292,5.70E+07,1.03549,6.54E-05,8.46185,25291.6,1.5,322599,2.13E+06,3.70E+06,2.16E+06,3.99E+06,1.59E+05,8.57E+01,1835040,1.378258785,0.00008174208737,17.57994376
293,5.72E+07,1.02016,2.23E-05,8.13059,25236,0.5,316102,2.16E+06,3.77E+06,2.20E+06,4.07E+06,1.71E+05,8.57E+01,1873100,1.347285249,0.0000266937163,16.87587422
294,5.74E+07,1.02791,0.000533521,8.07735,25467.1,12.5,315290,2.18E+06,3.78E+06,2.21E+06,4.09E+06,1.66E+05,8.52E+01,1883490,1.352122921,0.0006636616069,16.73966944
295,5.76E+07,1.03454,4.52E-05,9.01126,25379.1,1,350487,2.16E+06,3.77E+06,2.18E+06,4.08E+06,1.64E+05,8.47E+01,1894860,1.339365441,0.00005277434745,18.49672271
296,5.78E+07,1.02388,0.000336747,8.48137,24966,8,329485,2.15E+06,3.77E+06,2.18E+06,4.07E+06,1.66E+05,8.58E+01,1890840,1.320365552,0.0004230923822,17.42532419
297,5.80E+07,1.01858,0.000200481,8.17676,24791.5,4.5,318057,2.16E+06,3.77E+06,2.18E+06,4.07E+06,1.63E+05,8.49E+01,1890370,1.311462835,0.000238048636,16.82511889
298,5.82E+07,1.022,1.08E-05,8.64892,24810.2,0.25,338162,2.15E+06,3.80E+06,2.18E+06,4.10E+06,1.68E+05,8.61E+01,1921390,1.291263096,0.00001301141361,17.5998626
299,5.84E+07,1.03422,1.07E-05,9.14714,25227.1,0.25,359603,2.16E+06,3.82E+06,2.18E+06,4.12E+06,1.64E+05,8.53E+01,1939440,1.300741451,0.00001289031885,18.54158932
300,5.86E+07,1.07015,7.42E-05,9.18486,25861.1,1.75,357922,2.15E+06,3.78E+06,2.17E+06,4.09E+06,1.63E+05,8.54E+01,1919350,1.347388439,0.00009117670045,18.64808399
301,5.88E+07,1.08442,7.85E-05,8.96199,25291,1.75,340317,2.09E+06,3.69E+06,2.10E+06,3.99E+06,1.57E+05,8.47E+01,1886640,1.340531315,0.00009275749481,18.03825849
302,5.90E+07,1.04019,0.000606751,8.19063,23488.2,12.625,299643,2.03E+06,3.57E+06,2.03E+06,3.85E+06,1.36E+05,8.46E+01,1820710,1.290057175,0.0006934108123,16.45748087
303,5.92E+07,1.02362,1.20E-05,8.98152,22384.9,0.25,316881,1.96E+06,3.44E+06,1.96E+06,3.72E+06,1.42E+05,8.45E+01,1753990,1.276227345,0.00001425321695,18.06629456
304,5.94E+07,1.03062,7.50E-05,8.63259,21739.3,1.5,295667,1.88E+06,3.34E+06,1.89E+06,3.61E+06,1.41E+05,8.48E+01,1719110,1.264567131,0.00008725445143,17.19884126
