frequency (Hz);Avg Error %;Min Error %;Max Error %
25781200.0;0.00012110017836294701;1.9406119979745676e-06;0.0004756794067641878
25976600.0;0.00011527812465904856;3.758094767099995e-06;0.00034683958388544026
26171900.0;0.00010908158594441536;4.223316389528026e-06;0.0003862384300849168
26367200.0;0.00011773961907159991;7.572630066096876e-07;0.00040144013727115796
26562500.0;0.00011792604729776425;4.227957425153127e-06;0.00039810446329648086
26757800.0;0.00011974584321250987;1.5421072608289049e-06;0.0003555364737227536
26953100.0;0.00011972110814710478;2.1218588849834047e-06;0.00027466203033178353
27148400.0;9.502641709727558e-05;1.4547214163032243e-07;0.000330394025796277
27343800.0;0.00011024287299377993;1.3347799691042038e-07;0.00040976526467886095
27539100.0;0.00010397641422941823;3.901555881121927e-07;0.0003964881945711244
27734400.0;0.000118701844917259;4.010452321841604e-07;0.00038379731043256085
27929700.0;0.00011389639235987691;1.9251879003147117e-06;0.000330293142150449
28125000.0;9.819078454427576e-05;5.139245694339927e-06;0.0003004529149964456
28320300.0;0.00011137948581238983;1.1473694815927947e-06;0.000437422985429792
28515600.0;0.00010580582857245969;2.522153567536202e-06;0.00029199104858635707
28710900.0;0.00012965149041474725;9.391263957181732e-06;0.00040592934531473636
28906200.0;0.00011580315152357417;4.952824219815148e-06;0.00030396281747915134
29101600.0;0.00011718177330585199;3.7587678131528568e-06;0.0003401180532667119
29296900.0;0.00012622351087820033;2.135441489904875e-07;0.00035508309101746637
29492200.0;0.000121005974329751;3.360520555973908e-06;0.0003449442408187774
29687500.0;0.00011811026387859506;9.211249572308801e-08;0.00045746595027594165
29882800.0;0.00011075979129871962;2.888552002788106e-06;0.0002949696908059853
30078100.0;0.00010131748946163616;3.788949211799196e-06;0.00038600844135925114
30273400.0;0.00012473450810944757;6.906912114405065e-07;0.0003444345066471572
30468800.0;0.0001134544123382511;7.555729015451984e-07;0.00032264719394932504
30664100.0;0.00012465595078198338;3.7479571964476113e-06;0.0003554445105427649
30859400.0;0.00011901038661445592;2.476456459918384e-06;0.00042721738471771447
31054700.0;0.00012707354859779301;4.538990721893392e-06;0.00046656427628329305
31250000.0;0.00011510609627783632;1.4182579438626748e-05;0.0003887266230588795
31445300.0;0.0001231679681057496;4.813810021870305e-07;0.0003351957702882112
31640600.0;0.00011032350394516429;2.8851771812898793e-06;0.0002821054406317233
31835900.0;0.00012882357302095571;1.1998908597171641e-05;0.000322844633362536
32031200.0;0.00011359160137837326;1.340724127814239e-06;0.0003372863061103019
32226600.0;0.00010360129826441216;9.309151012056928e-06;0.00031755688531254054
32421900.0;0.00011855195706382618;1.0543185078929481e-05;0.0004919230427592649
32617200.0;9.222272053014748e-05;6.342389588253889e-07;0.00037224143107061506
32812500.0;0.00010548490951252162;1.256510506985379e-06;0.00034343484690654727
33007800.0;9.19534179121625e-05;7.344823848962342e-07;0.000345578108687421
33203100.0;9.537511779912413e-05;3.7982775450870426e-07;0.0002922306677120494
33398400.0;0.00010917478468543869;9.303927702933689e-07;0.0003196841246683048
33593800.0;0.00011666219474489251;4.0488580964297526e-07;0.0003723822880920722
33789100.0;0.0001173139644898361;2.2615663760966063e-06;0.00042411107078041123
33984400.0;0.00011825710615321129;4.3134373127703865e-06;0.00038098802071056707
34179700.0;0.00011506379390297447;2.1171905121961344e-06;0.0003265825702139649
34375000.0;0.00011527824701415996;5.039251564458632e-06;0.0004783646206249207
34570300.0;0.00010254390131350209;1.3005608675163398e-06;0.00034917625344730663
34765600.0;0.00012184454415264212;7.083643562684627e-07;0.00033595545119727705
34960900.0;9.831779724561259e-05;2.0256044269544565e-06;0.0003454168859244081
35156200.0;9.771011741591638e-05;1.5329188437148088e-06;0.00023493327769121526
35351600.0;0.00011353355280621699;8.027974017412543e-06;0.00031660662403615146
35546900.0;0.00010713256368252458;2.3430144005892897e-06;0.00034298631503097444
35742200.0;0.00011765395826161393;3.5340507881489914e-07;0.00033045863020921256
35937500.0;9.44111910402086e-05;1.026340067523506e-06;0.0003214093606701698
36132800.0;0.00011555969926408698;1.753700081659398e-06;0.0005215106439425997
36328100.0;0.00010528051248238138;5.690145881327888e-06;0.0003632262959292888
36523400.0;0.00010834857773363124;9.293444195689128e-07;0.00047491412719502074
36718800.0;8.417351126947444e-05;1.621504565943958e-06;0.0002666897587566104
36914100.0;0.00011526958812360983;1.6126979162369404e-06;0.0003543284387092463
37109400.0;8.889023251773312e-05;2.308150397741516e-06;0.00031012037988783646
37304700.0;0.00013405409832843154;1.1487258982707508e-05;0.000393189351494779
37500000.0;0.00011168038687479647;1.138487308692964e-06;0.0003278179049463386
37695300.0;8.378351233078677e-05;5.174798240113017e-07;0.0003284791892484617
37890600.0;0.00010688790856459153;1.3072999583371416e-07;0.0003325023982219534
38085900.0;8.541828243745533e-05;5.885717805985603e-07;0.0002873518812116588
38281200.0;8.028468986055638e-05;1.4548389394526459e-06;0.00032382472926379313
38476600.0;9.804211754223415e-05;1.2090355512772609e-06;0.0003436395653781343
38671900.0;9.815256068331334e-05;9.021895883261394e-07;0.0003349130144749413
38867200.0;0.00011175276175441815;1.0218822833521327e-06;0.0003748720978070812
39062500.0;9.689064415387487e-05;8.74308435333946e-08;0.00026667330966187203
39257800.0;0.0001278796806075923;2.0500787747300157e-06;0.000451070162031831
39453100.0;0.00010851140612822161;7.610975172467326e-07;0.00045762948406737617
39648400.0;8.368855164005555e-05;1.3421366350912191e-06;0.00024529127892087123
39843800.0;0.00011707530358060461;3.7549048587740897e-06;0.00041330940135661477
40039100.0;0.00010480680929495714;1.4995271431190197e-06;0.00035969047569737653
40234400.0;8.847934535869949e-05;3.6386500477634686e-06;0.0002700758927332454
40429700.0;0.00010798190343407855;5.7738783252093806e-06;0.00034658034386690005
40625000.0;0.0001138634200523731;1.486867934601339e-06;0.0003539502210326052
40820300.0;0.00012125985901976423;1.2562189665203278e-06;0.00038852806663611353
41015600.0;8.836613449431914e-05;1.5220900876811813e-06;0.0002495654108841051
41210900.0;9.608221398306605e-05;5.443072152596573e-06;0.00040124024542620976
41406200.0;0.00010355956149581033;1.7883020321811963e-07;0.0002884811891726579
41601600.0;0.00012059764697831768;1.3446224700650218e-06;0.000629962777135193
41796900.0;0.00011558767553711955;2.1484270280737274e-07;0.0003029002761079814
41992200.0;0.00011468198376604472;1.7059331662305466e-06;0.0004060794933581241
42187500.0;0.00010327490945260055;1.882033500434424e-06;0.0002998140558919533
42382800.0;0.00011160537650763522;1.1863332902249692e-06;0.00037030956264792395
42578100.0;0.00010523098125085429;4.6663334108605774e-07;0.0003461129028318704
42773400.0;0.0001056398004518851;6.661437692123479e-07;0.00029684052757167226
42968800.0;0.00011977511514446456;4.7390825248432973e-07;0.0003273169940730949
43164100.0;0.0001239320331231526;3.95606002959728e-06;0.00044220291160689456
43359400.0;9.965446821197331e-05;3.3257398078137646e-07;0.0002971676136644096
43554700.0;9.799900521879746e-05;3.1149711079639567e-06;0.00038261556208984726
43750000.0;9.687555913198043e-05;2.918195604265367e-06;0.0003149244398384803
43945300.0;0.00011117260642925368;5.420825542718675e-06;0.00030825402962745885
44140600.0;0.00011537708952658647;9.945089067427856e-08;0.0003134182081543834
44335900.0;0.00010045991793310607;6.419600151280943e-07;0.00031619519012011726
44531200.0;0.00011789200627037891;1.9335896945543916e-08;0.0004534630303933319
44726600.0;0.00010018623140922774;3.3953084868135286e-06;0.0003596957057723693
44921900.0;9.905532136317208e-05;2.0416472108462465e-06;0.0003790559806000334
45117200.0;9.254844537650787e-05;2.913293389723098e-07;0.00040092669217298333
45312500.0;0.00011051382007427423;3.8798712548611284e-06;0.00048598517734212333
45507800.0;0.0001148013512946896;4.673565132508911e-06;0.0002781662272982059
45703100.0;8.883308928525402e-05;2.5783880333117656e-06;0.0003383742708043361
45898400.0;9.768904672654332e-05;1.3110391084190541e-05;0.00032976662612727335
46093800.0;9.686755919370162e-05;1.7593164803052975e-07;0.0003058492613650488
46289100.0;8.827352760066891e-05;5.82488165379975e-07;0.00028475480035570464
46484400.0;9.299555913834761e-05;8.971739938818218e-06;0.0002650640680387231
46679700.0;0.00010444151219988836;2.3015655043293196e-06;0.00032340174723722903
46875000.0;9.096576215094749e-05;6.02293404056583e-06;0.00028758256516394243
47070300.0;0.00011567475207743615;3.892143667454896e-06;0.00045726197973483876
47265600.0;9.891525156418638e-05;3.571255745772437e-06;0.0002602587782114373
47460900.0;8.550792093218674e-05;5.5217127543294885e-06;0.0003719988730076289
47656200.0;0.00011548829903880965;3.941601481728283e-06;0.00041015276506380403
47851600.0;0.00010804402574099209;3.159510596997258e-06;0.00029149032600070846
48046900.0;8.152243447302116e-05;1.3546467738614045e-07;0.0002977925991238458
48242200.0;0.00010996241060006521;1.2147311364324604e-06;0.0003267563899360405
48437500.0;0.00011287649428262063;2.06042847272807e-06;0.00047494091100923016
48632800.0;9.44973801252204e-05;2.5750625114987366e-06;0.0002557460787405786
48828100.0;0.00011906463712124165;1.0554615545322107e-05;0.0003797330214921811
49023400.0;0.00011455099750459947;9.904394881422324e-06;0.0002550295096559115
49218800.0;0.00010802024705969085;3.0109235308306135e-06;0.0004116678947861381
49414100.0;0.00013423403774806027;4.439424772578536e-06;0.0004367135433141342
49609400.0;0.00012097854787849146;1.59660196496275e-05;0.0004962489100772214
49804700.0;0.0001038836562903822;5.763040528837804e-07;0.0003579078187343971
50000000.0;0.00012049732874684968;1.8323971116725726e-06;0.0004074469961403196
50195300.0;0.00010855092470365739;1.8456572274678512e-06;0.00037246357940779324
50390600.0;0.00010093498227378029;3.892279867669715e-06;0.00030641023336335865
50585900.0;0.00011292964786441697;3.622863527307832e-06;0.00034320166852087354
50781200.0;0.00010263373618179389;6.859559195175134e-07;0.00033550323270593754
50976600.0;0.00010052165360630778;4.7467394397489874e-06;0.0003045133217975338
51171900.0;7.078833558622526e-05;1.7022113345274928e-07;0.00017825363663995138
51367200.0;0.00010804783232418465;1.4488125417026228e-06;0.000313367709789937
51562500.0;9.088098832216247e-05;2.488271483559954e-07;0.00029086866144306607
51757800.0;8.266625439907416e-05;3.2412564388128623e-06;0.0002510885820825659
51953100.0;0.00010010870835627096;8.727471491596694e-07;0.00036184349301844084
52148400.0;0.0001049902025326103;5.721331744988852e-06;0.0004003923543515178
52343800.0;0.0001052318731529943;8.119056146870436e-07;0.00030588430416598583
52539100.0;9.672625149868995e-05;4.155877528339381e-06;0.00030877572308001346
52734400.0;0.00011545284316884462;2.506181490724242e-06;0.0003271934684700746
52929700.0;9.872456196486415e-05;1.4296054338864467e-07;0.00029800173903921025
53125000.0;9.170167869945531e-05;1.2560196953664249e-06;0.00024954689931140357
53320300.0;0.00011365641535034452;3.212631919945768e-06;0.0003801751795755153
53515600.0;0.00011285327303462393;2.0170659524720437e-06;0.0003287292631588303
53710900.0;0.00010772332313849667;6.265711588361582e-07;0.00033987146361725483
53906200.0;9.542958301904054e-05;2.5138599106561395e-06;0.00031199670927888274
54101600.0;0.0001008293438626323;7.148034812789527e-07;0.00033551677048896674
54296900.0;7.632237960985485e-05;9.579001585690373e-08;0.0002204105039607613
54492200.0;8.590759246795863e-05;2.116806650826643e-06;0.00024243944152776381
54687500.0;9.055150630924545e-05;3.239537415053219e-07;0.00022655255106270573
54882800.0;0.00010038677107798762;2.3492213278177628e-07;0.00028327080855231014
55078100.0;8.580544635044293e-05;7.060164970294444e-06;0.00027226153142059523
55273400.0;9.41170819540471e-05;2.052624825482342e-06;0.0002869660820874558
55468800.0;0.00011248300547838578;3.96240199574606e-07;0.000304886010362204
55664100.0;9.939572650328832e-05;1.1415019258380483e-07;0.00033034101364858004
55859400.0;0.00010986365928966769;1.659280916077374e-06;0.00038768182199213047
56054700.0;0.00010138204918658253;2.240331308620553e-06;0.0002784723947509068
56250000.0;0.00010659805558947385;1.1445917783332889e-06;0.000359925692660318
56445300.0;8.717953203756823e-05;9.895273312067065e-07;0.0002569931674158736
56640600.0;0.00010557872915897518;1.3719519202498218e-06;0.000306765864631626
56835900.0;8.798341352696336e-05;4.002860692349941e-06;0.00038520037252595115
57031200.0;0.00010714928694128714;1.346850860719942e-06;0.0003681130549075781
57226600.0;9.204796096755218e-05;8.981511842658429e-07;0.000314701530161494
57421900.0;9.932623967496576e-05;8.550511754682099e-08;0.0002733238145721417
57617200.0;9.742212135724498e-05;3.820370528023091e-06;0.00028003019369473626
57812500.0;0.0001072191834027592;6.741195531518563e-06;0.000302658358060109
58007800.0;0.00010467846228868822;4.830490029360083e-07;0.0004852160508854393
58203100.0;0.00011053366211324697;4.253233974442715e-06;0.0003517025429637743
58398400.0;0.00010813391926134051;2.191691464233315e-07;0.000332746267757112
58593800.0;0.0001089941592076436;3.5418029882437854e-06;0.0003771221015886099
58789100.0;0.00011750649783791406;1.6506247639819569e-06;0.00036517875301610777
58984400.0;0.00010605465434085294;3.420922414681106e-06;0.0002996097259742497
59179700.0;0.00010308635645569234;4.3071749727434694e-07;0.0003639098233808338
59375000.0;0.00011830072235571453;3.4379994316236965e-07;0.00041502091893420216
59570300.0;0.00010632256908969963;6.362702070974619e-06;0.00037214045444930737
59765600.0;9.791207903179446e-05;3.293334076739387e-07;0.00032051253604599634
59960900.0;9.38286386982007e-05;1.9867415000996307e-06;0.0002801413660221549
60156200.0;7.932974401207981e-05;5.280815838745506e-06;0.00027658547942993134
60351600.0;8.932878445143147e-05;8.365510880841924e-07;0.00023872287744707355
60546900.0;9.153319520309638e-05;4.220729255236988e-06;0.0002515480048879344
60742200.0;0.0001064437765957654;7.661375995762029e-07;0.0003373581132980265
60937500.0;0.00011068560623504109;6.929278329253207e-08;0.00034735196587477185
61132800.0;0.00011588242581557769;2.5327970816185e-07;0.00039431968156916175
61328100.0;0.00010433210196500163;5.702009055776977e-06;0.0003287530018041698
61523400.0;0.00012449401375837;1.164862148957834e-06;0.0003034013588123704
61718800.0;0.00012465003028770355;5.227836721314366e-06;0.0003970887224868613
61914100.0;0.0001170561647873385;2.0956978878150077e-06;0.00042844515602864065
62109400.0;9.708047359515644e-05;7.981721372991575e-07;0.000250828840677659
62304700.0;0.00011710901485908389;1.8658215631771317e-06;0.00037093153304917215
62500000.0;0.00010206817979225454;4.969886511276603e-06;0.0002440672771331773
62695300.0;0.00010563177196819203;7.03536292765014e-07;0.00029503292155410015
62890600.0;8.436988818385885e-05;2.565302531517921e-06;0.0002523994836446635
63085900.0;0.00010786972872649441;6.800286352965608e-06;0.00033099778754305326
63281200.0;0.0001086152245774018;1.5930308502043697e-06;0.00041942169954135557
63476600.0;9.357875094244804e-05;1.9060373564169795e-06;0.0002890485230655618
63671900.0;9.450356938366532e-05;2.83391377172453e-06;0.0002918608073376578
63867200.0;9.31841875349759e-05;1.4900073886903865e-06;0.0003742442670353411
64062500.0;8.697766493114774e-05;5.188226594602377e-06;0.00022834742101685558
64257800.0;0.00011122217045115478;1.7002358878156617e-06;0.000389484060668712
64453100.0;8.799665096874437e-05;1.001580872881823e-06;0.00023351793461063452
64648400.0;0.0001020400485563936;1.4622350618432996e-06;0.00029963223422539584
64843800.0;0.00010509959838634073;6.019422260514982e-06;0.0003237848090787297
65039100.0;9.243356202349411e-05;2.369492608807793e-06;0.0002994122063511326
65234400.0;0.00010638004649446283;1.4251969015570776e-07;0.0003495196048371518
65429700.0;0.00011506093605302325;2.16883943255847e-06;0.0002941167423315886
65625000.0;0.00011830098072307553;1.5734544484715634e-05;0.00045671795274891794
65820300.0;9.566808472327652e-05;6.965042885952598e-08;0.0003935892136693216
66015600.0;0.00010292418508309058;2.3640955795811253e-06;0.00032471572986567007
66210900.0;0.00011623816727272197;2.363724471688888e-06;0.0003468214976602903
66406200.0;8.578440156432374e-05;1.729010854291838e-07;0.0002807057495595765
66601600.0;9.165756644990046e-05;3.7058444969684892e-06;0.0003099402865741588
66796900.0;9.80826783613853e-05;4.5470954019027506e-06;0.0003236230075548741
66992200.0;9.818079426582622e-05;5.525487461144008e-07;0.000398454434833361
67187500.0;8.798780594783593e-05;3.0244570302949616e-06;0.0003332126817937442
67382800.0;0.0001106560695566671;4.371877032424498e-06;0.0003244853272733253
67578100.0;9.91436764949343e-05;9.525168152739426e-07;0.0002746876342145528
67773400.0;0.00010761877169135201;1.6578697071265215e-06;0.0003459589341445404
67968800.0;0.0001161884867824753;2.4932363739641483e-07;0.0003396963475957636
68164100.0;8.835674520044648e-05;3.550286290759545e-06;0.00028643311137924155
68359400.0;9.448677543580392e-05;6.060806848364418e-06;0.0003245583014644082
68554700.0;9.21323315295154e-05;1.3949539519719856e-07;0.00024602500885263795
68750000.0;9.85651379035957e-05;3.768124298782715e-06;0.00033428839556481183
68945300.0;9.74182600945961e-05;1.4480476790005463e-06;0.0004305402426826641
69140600.0;9.115859258326193e-05;9.185648997754037e-07;0.00036183977950612477
69335900.0;9.476154124703041e-05;8.060199835532932e-06;0.0003485366389084732
69531200.0;9.208666609020112e-05;3.6378203316240264e-06;0.0003867666174230746
69726600.0;9.949036191413565e-05;1.0667734136862128e-06;0.0003686069357822783
69921900.0;9.628791647755075e-05;1.967569335865721e-07;0.0003158465397399361
70117200.0;0.0001027934321324471;1.8514863881734894e-07;0.00031763647381542135
70312500.0;9.716281525046852e-05;1.9169443191338458e-06;0.0002637633534352911
70507800.0;0.00010454400080292724;2.4507957697878136e-06;0.0002755947939632084
70703100.0;8.74376369403735e-05;1.4350247348923924e-06;0.000258619798087114
70898400.0;0.00010343794835904279;2.001329691541516e-06;0.00029875863197939854
71093800.0;7.758975167991893e-05;4.278991214288141e-06;0.0002387970112346872
71289100.0;0.0001235452331796793;1.0941964993610335e-05;0.00030110455065697733
71484400.0;0.00011230502392490218;1.5457288661984935e-06;0.00042352593401370905
