frequency (Hz);Avg Error %;Min Error %;Max Error %
71679700.0;0.00012092294717568339;3.01966116386308e-06;0.0003626038521851259
71875000.0;0.00010496689030656646;8.796777749470312e-06;0.0002880108964666611
72070300.0;0.00011933734362280543;3.9445527681356245e-06;0.0003486367786004722
72265600.0;0.0001110036612915403;4.746977795734137e-06;0.0004190307503513364
72460900.0;0.00010641594084486689;9.059182874737979e-07;0.0004239525227784281
72656200.0;0.0001153166070706207;5.057746780764181e-07;0.0003023841854412831
72851600.0;0.00011614947091192874;2.83016290404328e-06;0.0002645277745592422
73046900.0;8.60684046646693e-05;4.597094260781468e-06;0.00021340658737594925
73242200.0;0.00010863421480246395;3.39026221313471e-07;0.00040266697646160475
73437500.0;9.975047422963061e-05;8.794500208903871e-07;0.000283213232535346
73632800.0;0.00011326170238927596;1.0285883468365985e-05;0.00035032379785436817
73828100.0;0.00010546845653380498;5.758128388538538e-06;0.00047920984590457417
74023400.0;0.00010430877817436563;5.306379610057481e-06;0.00023772107268091642
74218800.0;9.35914203850886e-05;2.816198741958183e-06;0.0002848167071741189
74414100.0;0.0001093650684988936;5.5541068407734115e-06;0.00033186529580198803
74609400.0;9.879231415037807e-05;2.279058866703729e-06;0.00037412849614081137
74804700.0;0.00010171683526698366;1.0544466098377177e-06;0.0003938707458938451
75000000.0;0.00010753397951171153;8.826952871827496e-06;0.0002805206978357926
75195300.0;0.0001086211878012298;2.091002741007865e-06;0.000362196887464942
75390600.0;0.00011033975537808995;7.002524979787989e-07;0.0003180366455319643
75585900.0;9.144222514144357e-05;2.564929446143481e-06;0.00027715686517696585
75781200.0;0.00010069026195318619;3.892767773002618e-06;0.0003886076150736408
75976600.0;9.519795253605333e-05;3.5973921847629942e-06;0.0003423740026623808
76171900.0;0.00011898190360823921;4.2400996382265254e-06;0.0003623940952234538
76367200.0;8.59478912888692e-05;9.45250775777019e-07;0.00037493704289402524
76562500.0;0.00012729511539914435;7.995269447542213e-07;0.00043377248543581803
76757800.0;0.00012776380774594056;1.3637716446773693e-06;0.00045866922119451717
76953100.0;0.00010961966282655513;2.3760086653204044e-06;0.0003014806587903872
77148400.0;8.454684795152067e-05;6.3439071426236265e-06;0.000303773724865518
77343800.0;8.163126529953839e-05;1.0717267862640066e-05;0.0002548272971930549
77539100.0;8.206524038916401e-05;2.6672648833822487e-06;0.00024085881229355706
77734400.0;8.653175026778582e-05;4.103241774701973e-06;0.0002800448520310927
77929700.0;8.680616548331085e-05;2.040686607723436e-06;0.00030792876192641417
78125000.0;9.450200374351389e-05;3.89194246798803e-06;0.00028687293984947686
78320300.0;7.278093195269177e-05;2.748473514645011e-06;0.00021905934306247225
78515600.0;7.802361346591956e-05;5.792876948293259e-07;0.00022637145925507148
78710900.0;8.950524762639875e-05;2.487470414997779e-07;0.0002892239457410024
78906200.0;0.00011404873133906873;5.414987899333391e-06;0.000431104817675982
79101600.0;9.028204598240103e-05;2.75393209909915e-07;0.00024341596458220358
79296900.0;0.00012532779531653838;4.591149198815425e-06;0.0003887212743135426
79492200.0;0.00011195199035509224;8.67691971766742e-07;0.000453619698738889
79687500.0;0.00010922466359605275;1.0602468401765563e-06;0.00039601547128552335
79882800.0;9.703430059128268e-05;1.1396763787916147e-06;0.00044727188011122577
80078100.0;0.00010309850674301002;2.136236165068847e-06;0.00034008360748060074
80273400.0;9.756335616898646e-05;2.2251185618708362e-06;0.00038440374993193275
80468800.0;9.695016366121678e-05;1.7146310338928598e-06;0.00030379334765564137
80664100.0;9.294526808957455e-05;2.3117599322292266e-06;0.0003517725455003292
80859400.0;9.054436402430144e-05;6.662806437405007e-07;0.000270417355244846
81054700.0;0.00010971124598090728;3.84998696018674e-06;0.0003546266522437598
81250000.0;9.774605031800732e-05;3.181647772936064e-07;0.00040943580757849934
81445300.0;0.00011336108289269806;7.384334678940916e-07;0.00034111834245340755
81640600.0;8.61800347511319e-05;1.2854713940617767e-06;0.00025029335607212487
81835900.0;0.00010809025357320401;1.5916394631832236e-06;0.00039224758557784536
82031200.0;9.100167935857565e-05;2.2601104334456357e-06;0.00030921763347072903
82226600.0;0.0001224105978256029;2.749577738790597e-06;0.000362814214313937
82421900.0;0.00010317824877334466;2.1514749749782865e-07;0.0003046876711953418
82617200.0;0.00010349793676274486;3.1573004372048096e-07;0.00033273929465381857
82812500.0;9.924452999822064e-05;1.0224295292774487e-07;0.00027576197626406467
83007800.0;7.306421568819276e-05;4.862477055042012e-06;0.00020075538691318947
83203100.0;7.404004665471647e-05;1.2755852550011788e-07;0.0002794628628538274
83398400.0;0.00010170590544202801;1.9998469350681036e-06;0.00032667053819708465
83593800.0;8.933597297497173e-05;1.129075611310205e-06;0.00025087672293706544
83789100.0;9.782739685845197e-05;1.8503039093317063e-06;0.0003605504283100057
83984400.0;9.574124120387537e-05;2.5599809559242503e-06;0.0003879608854423628
84179700.0;9.210930086434809e-05;4.663255459256752e-06;0.0002527938800026323
84375000.0;9.806453300978366e-05;1.0983151638728905e-06;0.0004208135678927253
84570300.0;9.839558070483803e-05;6.807693526352527e-07;0.0003576703948450788
84765600.0;0.00011088183144090423;5.202823363697888e-06;0.0004250604550924145
84960900.0;0.00010220460348891441;1.0287895673794233e-05;0.0002872161616464559
85156200.0;9.156666014550549e-05;1.642724212265453e-06;0.00027536972452497195
85351600.0;9.411404608140276e-05;2.890497415333388e-06;0.0002663291184494058
85546900.0;0.00010965144391186629;7.751203139177757e-08;0.00030260299955311754
85742200.0;8.809857978091068e-05;2.46637695023659e-06;0.00022671791140665165
85937500.0;0.00010233978337989921;4.656985776203151e-06;0.00027854608843150996
86132800.0;7.771123687032628e-05;6.218944129552209e-08;0.0003071577021776998
86328100.0;0.00010159942653116935;1.3108486646583214e-06;0.0003701066728137811
86523400.0;0.00010771609947485802;3.732656958949616e-07;0.00030791476198056936
86718800.0;9.239456287489007e-05;7.411241213481601e-06;0.00028427136075527814
86914100.0;0.00011790509649296016;3.431013037960401e-06;0.000364293311471617
87109400.0;0.00010527451345069821;3.2196338516642167e-06;0.00027786005419405246
87304700.0;0.00010090555192784072;2.246182145421734e-06;0.00029246599174550234
87500000.0;0.00010566930330982227;5.792764444249111e-06;0.00032378716729026516
87695300.0;7.937585178690268e-05;3.5496174529211766e-07;0.000305662195164263
87890600.0;0.00010693644441238557;3.0769876846067595e-06;0.0005437585457811011
88085900.0;0.00010071214157697172;6.393391881982829e-06;0.00033249402665377247
88281200.0;0.0001089652143358933;1.8665829026022075e-06;0.0003041107228195927
88476600.0;9.490867629722195e-05;2.049461386479349e-06;0.00035448555078974186
88671900.0;9.36279865792917e-05;1.1200391695914591e-06;0.0003134964118705763
88867200.0;9.832347072574292e-05;9.307059721099189e-07;0.0003010860458179522
89062500.0;0.00010139350688942175;3.0015445283604106e-09;0.0003080145031411862
89257800.0;0.00010810659008910556;7.157276899016948e-06;0.00030219868939281963
89453100.0;9.082195277848117e-05;5.277549980512143e-06;0.0003147109622098963
89648400.0;8.550537707027017e-05;1.5943180335004224e-06;0.00039081389735562194
89843800.0;7.807303948864938e-05;3.3474778078808044e-06;0.0002506678655914835
90039100.0;9.679522541703286e-05;3.04588583745216e-06;0.0002825546035627369
90234400.0;9.093684151008878e-05;3.8946884790083615e-06;0.0002716734105202044
90429700.0;0.00010360587725851217;7.379943497691214e-07;0.0003076086376338736
90625000.0;0.00011135991418901148;1.3674481701937589e-06;0.00033988671536327585
90820300.0;0.00010933252281585135;1.0159529470843753e-05;0.00036990679985841304
91015600.0;0.00010064168813844594;1.9540317052028457e-06;0.00034189830751523093
91210900.0;0.00011012254675813296;3.314910060387317e-06;0.0003481844128622675
91406200.0;9.622957074620849e-05;1.0118041824941742e-06;0.000337102664306573
91601600.0;0.00011448247648560071;2.3778985390754758e-07;0.0003552046036706558
91796900.0;0.00011199829918024473;3.492170207082248e-06;0.0003608297943550053
91992200.0;8.611800020497175e-05;1.2912466561756313e-07;0.00033305149191620363
92187500.0;8.8097410378977e-05;2.3067225882359314e-06;0.0002870076020179563
92382800.0;0.00010265225130101818;1.8802479972024199e-06;0.000282870566212151
92578100.0;9.583637491349726e-05;6.4128280338414935e-06;0.00034439895080855834
92773400.0;0.00011017817410030347;7.780222729136237e-07;0.00034167120831852746
92968800.0;0.00010384537331827998;1.0068504381754212e-07;0.0004677290308158513
93164100.0;0.00012559284174251556;4.5464085323621915e-06;0.00036166550607316157
93359400.0;9.22637622973204e-05;2.2900778277726766e-06;0.0002973950266362631
93554700.0;0.00011072822940666246;7.5271038495104815e-06;0.00030304407895246266
93750000.0;9.708061307665333e-05;3.4500044282026183e-07;0.00031978103309703357
93945300.0;0.00010124380376521154;3.904258069157728e-06;0.00029560701537905434
94140600.0;0.0001067422995075099;1.454017095539586e-06;0.0002849475814373854
94335900.0;9.614949252233883e-05;2.4405527245782537e-06;0.0002292368352385456
94531200.0;9.908239157443414e-05;7.029383222957083e-07;0.0003438574280629618
94726600.0;0.00010245986859714147;4.4488926714462203e-07;0.00027292286648828866
94921900.0;9.914830359015117e-05;7.027708111631383e-07;0.00036642206649919394
95117200.0;8.882058379322364e-05;1.7624579633228756e-06;0.00029211418412446513
95312500.0;0.00010562000560838479;6.652449892893613e-06;0.0003553801621106327
95507800.0;0.00011016958737323258;3.0308545900110596e-06;0.0003472651069099244
95703100.0;0.0001006511499854897;7.570864478976645e-07;0.0003044363021875412
95898400.0;0.00010940113389070713;3.7141653202197736e-06;0.0003161467464676359
96093800.0;9.095097462046207e-05;4.582966350114046e-07;0.000291458955524476
96289100.0;0.00011440439580644156;4.0691691397411385e-06;0.00039499430182259553
96484400.0;0.00010354597293977322;3.4105963099393075e-06;0.00043768743426204464
96679700.0;9.541934152086834e-05;5.845723788891407e-07;0.00028693874052418986
96875000.0;0.00011403128946786682;9.302878851859859e-07;0.00032031585414709143
97070300.0;8.345790592580219e-05;5.4231704896124235e-06;0.00025124384289620125
97265600.0;9.761665701110994e-05;7.453086828268537e-07;0.00041086282636897716
97460900.0;9.405569517350624e-05;2.228543474409091e-06;0.00038013159149772533
97656200.0;0.00011237453809976442;4.326858792098069e-06;0.0003389067872401137
97851600.0;0.0001019950957804283;3.690562459709306e-06;0.0002936419835489795
98046900.0;0.00010010443686709255;2.3150842917241504e-06;0.00034307402846462726
98242200.0;0.00010366966064406315;2.1587072701058445e-06;0.0003203701817785622
98437500.0;0.00010199760845878639;3.593152663871617e-06;0.0002503328133228674
98632800.0;0.00010860817148331405;7.351327261557096e-07;0.00044574997889772184
98828100.0;0.00010774886648910415;1.6726924284843708e-07;0.0003375587772378124
99023400.0;0.00012165515761945472;6.083034302531557e-07;0.0003032313663393253
99218800.0;0.00011043115886591912;4.0929643114626505e-06;0.00039590439295510317
99414100.0;0.00010874229793818456;1.059726069487542e-06;0.0002893354223125402
99609400.0;0.00010635955895640388;2.994002536192885e-07;0.00032141874039181005
99804700.0;0.00010063485122168069;9.242255779932206e-08;0.00032999211779140394
