subband index,frequency (Hz),Avg Error %,Min Error %,Max Error %,Avg Error,Min Error,Max Error,Min Out,Max Out,Min Ref,Max Ref,Shift,Range Size %,Ref Range,Avg Err/Range,Min Err/Range,Max Err/Range
13,2.54E+06,2.04606,1.82845,2.31566,290.021,258.664,327.705,13824,13888,14139.4,14198.7,313.05,107.925801,59.3,489.074199,436.1956155,552.6222597
14,2.73E+06,2.01184,1.76105,2.15479,283.838,247.812,304.438,13824,13824,14071.8,14128.4,276.1,0,56.6,501.4805654,437.8303887,537.8763251
15,2.93E+06,1.74327,1.33848,1.85004,244.134,187.541,259.363,13760,13824,13982.5,14019.4,208.95,173.4417344,36.9,661.6097561,508.2411924,702.8807588
16,3.13E+06,1.79769,1.51712,2.03371,250.023,210.985,282.99,13632,13696,13885.2,13923.8,240.5,165.8031088,38.6,647.7279793,546.5932642,733.134715
17,3.32E+06,1.80047,1.62388,2.13306,248.719,223.965,294.327,13504,13568,13790.9,13840.8,279.85,128.256513,49.9,498.4348697,448.8276553,589.8336673
18,3.52E+06,2.0644,1.75772,2.34464,281.93,240.464,319.612,13312,13440,13622.4,13682.9,276.65,211.5702479,60.5,466,397.461157,528.2842975
19,3.71E+06,1.64326,1.42997,1.90328,222.413,193.119,257.039,13248,13312,13505,13555,250,128,50,444.826,386.238,514.078
20,3.91E+06,1.79263,1.52007,2.10135,240.627,204.487,281.615,13120,13248,13391.8,13458,240.9,193.3534743,66.2,363.4848943,308.8927492,425.4003021
21,4.10E+06,1.97961,1.59175,2.13186,262.547,211.181,283.004,12992,13056,13240.5,13280.3,236.4,160.8040201,39.8,659.6658291,530.6055276,711.0653266
22,4.30E+06,2.09173,1.70789,2.23224,274.848,224.632,293.712,12864,12928,13120.8,13157.7,243.25,173.4417344,36.9,744.8455285,608.7588076,795.9674797
23,4.49E+06,1.58797,1.4392,2.0028,206.405,186.908,260.289,12736,12800,12986.8,13020.5,235.65,189.9109792,33.7,612.4777448,554.6231454,772.3709199
24,4.69E+06,1.73604,1.52175,2.14718,223.591,195.816,276.656,12608,12672,12864.1,12894.4,239.25,211.2211221,30.3,737.9240924,646.2574257,913.0561056
25,4.88E+06,1.83825,1.65681,2.23348,234.592,211.332,285.106,12480,12544,12719.6,12778.5,237.05,108.6587436,58.9,398.2886248,358.7979626,484.0509338
26,5.08E+06,1.94965,1.7667,2.39544,246.862,223.299,303.146,12352,12416,12639.3,12683.6,277.45,144.469526,44.3,557.2505643,504.0609481,684.3024831
27,5.27E+06,2.19508,2.04446,2.32292,275.788,256.467,292.229,12288,12288,12544.5,12580.2,274.35,0,35.7,772.5154062,718.394958,818.5686275
28,5.47E+06,1.7806,1.39454,1.98258,221.921,173.785,247.252,12224,12288,12443.4,12485.9,208.65,150.5882353,42.5,522.1670588,408.9058824,581.7694118
29,5.66E+06,1.75134,1.42758,2.1539,216.657,177.034,266.271,12096,12224,12346.4,12405.6,216,216.2162162,59.2,365.9746622,299.0439189,449.7820946
30,5.86E+06,2.02396,1.5972,2.19349,248.64,196.333,269.84,12032,12096,12265.1,12315,226.05,128.256513,49.9,498.2765531,393.4529058,540.761523
31,6.05E+06,1.98186,1.80059,2.12934,241.991,219.445,260.384,11968,11968,12187.4,12228.4,239.9,0,41,590.2219512,535.2317073,635.0829268
32,6.25E+06,2.03479,1.8279,2.41151,247.223,221.645,292.578,11840,11904,12123.6,12171.6,275.6,133.3333333,48,515.0479167,461.7604167,609.5375
33,6.45E+06,1.99027,1.25256,2.41168,245.072,168.855,316.324,11840,13376,12092,13599.7,237.85,101.8770312,1507.7,16.25469258,11.19950919,20.98056643
34,6.64E+06,1.96141,1.78984,2.14511,235.604,214.613,258.146,11776,11776,11990.6,12034.1,236.35,0,43.5,541.6183908,493.3632184,593.4390805
35,6.84E+06,1.96186,1.26486,2.43443,241.558,167.199,319.931,11776,13824,12001.6,14044.5,223.05,100.2496451,2042.9,11.82426942,8.184394733,15.6606295
36,7.03E+06,1.74725,0.168479,2.66164,250.024,24.0859,469.904,12352,20864,12606.7,21243.2,316.95,98.55844381,8636.5,2.894969027,0.278884965,5.440907775
37,7.23E+06,1.80878,1.0671,2.6079,234.548,140.717,397.59,11776,16128,12060.1,16443.6,299.85,99.28139614,4383.5,5.350701494,3.210151705,9.070149424
38,7.42E+06,1.88823,1.26852,2.4221,232.016,157.879,322.265,11712,14336,11914.5,14546.9,206.7,99.68089956,2632.4,8.813858076,5.99753077,12.24225042
39,7.62E+06,2.59777,0.0286168,9.25322,507.322,4.44922,4696.26,13504,78336,14153,82377.2,2345.1,95.02786401,68224.2,0.7436100387,0.006521468922,6.883569173
40,7.81E+06,2.46556,0.0016349,9.5392,1021.19,0.527344,9120.5,18816,185344,19536.5,191070,3223.25,97.08191111,171533.5,0.5953297752,0.0003074291611,5.317037197
41,8.01E+06,8.10977,0.00156987,79.8625,39165.8,9.70312,673347,49408,1.20E+07,138986,1.25E+07,307739,9.65E+01,12380014,0.3163631317,0.00007837729424,5.438984156
42,8.20E+06,2.37993,2.62E-05,8.16278,2666.83,0.0234375,20135.8,43776,354304,43366.8,367367,6326.9,95.84191615,324000.2,0.8230951709,0.000007233791831,6.21474925
43,8.40E+06,3.75986,0.00019872,24.9986,12369.9,0.4375,155339,96256,2.10E+06,111284,2.20E+06,60824,9.56E+01,2092486,0.591158077,0.00002090814467,7.423657793
44,8.59E+06,4.08891,0.00154124,24.685,41015.1,33.125,547190,299008,7.44E+06,329601,7.82E+06,204511.5,9.54E+01,7487169,0.5478051851,0.0004424235649,7.308369826
45,8.79E+06,5.14455,0.000873373,50.2767,26553,2.34375,383622,87552,5.57E+06,153023,5.82E+06,158360.5,9.67E+01,5668787,0.468407086,0.00004134482386,6.767267848
46,8.98E+06,4.90206,0.00017835,46.6887,28891.2,2.875,492266,165888,6.36E+06,227578,6.68E+06,192525,9.59E+01,6452772,0.4477331603,0.00004455449534,7.628752418
47,9.18E+06,8.10518,0.000387791,112.305,3.25E+06,92,5.65E+07,1.15E+06,6.17E+08,9.84E+06,6.56E+08,2.42E+07,9.52E+01,646352420,5.03E-01,0.00001423372098,8.74E+00
48,9.38E+06,6.79885,0.000732761,56.1714,1.88E+06,340,3.44E+07,4.72E+06,3.77E+08,6.23E+06,4.02E+08,1.32E+07,9.41E+01,396087180,4.74E-01,0.00008583968812,8.68E+00
49,9.57E+06,2.65713,0.00167257,10.3426,6858.78,2.71875,48770.2,154624,593920,155528,638904,22944,90.880805,483376,1.418932674,0.0005624503492,10.08949555
50,9.77E+06,5.82792,0.00106525,61.6169,50960.4,4.625,1.08E+06,167936,1.10E+07,328977,1.18E+07,450670.5,9.49E+01,11421323,0.4461864882,0.00004049443309,9.45E+00
51,9.96E+06,4.89074,0.00108902,38.733,65574.4,11.25,1.06E+06,329728,1.11E+07,396608,1.18E+07,375690,9.46E+01,11428992,0.5737548858,0.00009843387763,9.28E+00
52,1.02E+07,6.59777,0.000362503,85.8073,2.21E+06,86,3.46E+07,2.75E+06,3.19E+08,9.79E+06,3.40E+08,1.41E+07,9.57E+01,330113090,6.69E-01,0.00002605167823,1.05E+01
53,1.04E+07,7.41786,0.000314153,62.5304,2.12E+06,42,2.75E+07,4.13E+06,2.38E+08,7.48E+06,2.58E+08,1.17E+07,9.33E+01,250606790,8.44E-01,0.00001675932244,1.10E+01
54,1.05E+07,2.60862,0.000531881,9.22332,8305.27,1.90625,45818.2,221184,573440,226018,610564,20979,91.6030852,384546,2.159759821,0.0004957144269,11.91488144
55,1.07E+07,3.44947,0.00109114,25.2528,16826.9,4,282410,223232,2.49E+06,266476,2.71E+06,133602,9.26E+01,2447854,0.6874143638,0.0001634084386,11.53704428
56,1.09E+07,3.14825,0.00120872,10.931,15022.9,4.40625,136988,274432,1.26E+06,278421,1.37E+06,56934.5,9.03E+01,1093029,1.374428309,0.0004031228815,12.53287882
57,1.11E+07,10.0756,0.000598766,155.983,6.87E+06,496,1.56E+08,-1.54E+07,1.29E+09,1.59E+07,1.42E+09,7.85E+07,9.33E+01,1401649900,4.90E-01,0.000035386868,1.11E+01
58,1.13E+07,9.57023,0.000901648,138.5,654321,22.75,1.39E+07,-1.01E+06,1.16E+08,1.61E+06,1.26E+08,6.30E+06,9.41E+01,124774650,0.5244021923,0.00001823287022,1.11E+01
59,1.15E+07,10.9663,0.00156236,192.118,7.13E+06,428,1.46E+08,-1.69E+07,1.17E+09,1.61E+07,1.28E+09,6.81E+07,9.45E+01,1261313500,5.65E-01,0.00003393288029,1.16E+01
60,1.17E+07,3.33223,0.000103449,14.7338,14448.7,0.375,151994,252928,1.26E+06,259025,1.38E+06,60263.5,9.03E+01,1116975,1.293556257,0.00003357281945,13.60764565
61,1.19E+07,3.80328,0.000301728,14.036,20989.5,1.09375,234393,284672,1.97E+06,294559,2.16E+06,96098.5,9.07E+01,1862021,1.127242926,0.00005873993902,12.58809648
62,1.21E+07,12.0858,0.00132037,262.301,287278,22.375,6.34E+06,-1.48E+06,4.14E+07,654280,4.65E+07,3.62E+06,9.35E+01,45874220,0.6262297212,0.00004877467126,1.38E+01
63,1.23E+07,3.07839,5.57E-05,14.3687,10154.4,0.15625,79794.2,208896,811008,226537,887357,46995,91.11588632,660820,1.5366363,0.00002364486547,12.075028
64,1.25E+07,4.7985,0.00113298,42.3685,41855,3.875,777428,270336,5.51E+06,338554,6.11E+06,334439,9.08E+01,5767126,0.7257514401,0.0000671911798,13.48033665
65,1.27E+07,4.11722,0,15.9699,33047,0,359554,391168,2.41E+06,407581,2.74E+06,174136.5,8.65E+01,2332729,1.416666917,0,15.41344923
66,1.29E+07,9.90256,0.00095882,104.115,3.39E+06,186,8.57E+07,-970752,4.84E+08,9.39E+06,5.49E+08,3.76E+07,8.99E+01,539977320,6.28E-01,0.00003444589117,1.59E+01
67,1.31E+07,6.29709,0.0020972,62.1437,147676,25.0625,3.66E+06,573440,2.08E+07,723110,2.35E+07,1415335,8.89E+01,22798290,0.6477503357,0.0001099314905,1.60E+01
68,1.33E+07,2.80979,0.000106612,10.3397,8112.77,0.25,51227.3,177152,483328,176880,521192,18796,88.92399916,344312,2.35622633,0.00007260856433,14.87816283
69,1.35E+07,6.60505,0.00176644,65.3013,177943,34.875,2.84E+06,507904,1.97E+07,969367,2.22E+07,1520481.5,9.00E+01,21270933,0.8365547482,0.0001639561368,1.34E+01
70,1.37E+07,11.9784,0.00187098,210.496,2.00E+07,1236,4.86E+08,-8.02E+07,3.09E+09,5.07E+07,3.46E+09,2.53E+08,9.28E+01,3412102700,5.88E-01,0.0000362239976,1.42E+01
71,1.39E+07,6.26563,0.000300665,76.0916,68179,1.25,1.60E+06,139264,9.50E+06,407138,1.07E+07,755427,9.06E+01,10338562,0.6594630859,0.00001209065632,1.55E+01
72,1.41E+07,12.6045,0.00455142,175.612,3.13E+07,4200,6.92E+08,-1.04E+08,4.04E+09,8.49E+07,4.61E+09,3.76E+08,9.17E+01,4521988500,6.91E-01,0.00009287949317,1.53E+01
73,1.43E+07,11.5749,0.00296084,155.156,513035,61.125,1.18E+07,-1.47E+06,6.82E+07,1.25E+06,7.83E+07,6.45E+06,9.03E+01,77083450,0.6655579116,0.00007929717728,1.53E+01
74,1.45E+07,11.2553,0.00187442,234.654,298914,30.625,7.41E+06,-1.34E+06,4.22E+07,905061,4.81E+07,4.09E+06,9.22E+01,47228539,0.6329096905,0.00006484426715,1.57E+01
75,1.46E+07,12.6215,0.000137673,296.729,8.01E+06,96,1.78E+08,-4.77E+07,1.12E+09,1.74E+07,1.29E+09,1.15E+08,9.21E+01,1271903900,6.30E-01,0.000007547740045,1.40E+01
76,1.48E+07,15.4231,0.0011269,268.054,1.66E+07,676,4.10E+08,-9.70E+07,2.42E+09,3.75E+07,2.79E+09,2.55E+08,9.13E+01,2753490400,6.03E-01,0.00002455065759,1.49E+01
77,1.50E+07,10.0938,0.0016093,136.037,950007,67.5,1.66E+07,-1.38E+06,9.33E+07,3.38E+06,1.08E+08,9.55E+06,9.08E+01,104284050,0.9109801547,0.00006472706037,1.60E+01
78,1.52E+07,7.69262,0.00194027,61.1386,431702,73.75,5.92E+06,1.27E+06,3.57E+07,1.91E+06,4.07E+07,2.86E+06,8.85E+01,38829700,1.111782991,0.0001899319335,1.52E+01
79,1.54E+07,10.3096,0.00187205,130.642,894790,90.25,1.49E+07,-1.42E+06,8.55E+07,2.78E+06,9.86E+07,8.67E+06,9.06E+01,95838100,0.9336474742,0.00009416922915,1.56E+01
80,1.56E+07,5.86872,0.000841648,35.7546,144091,8.6875,1.86E+06,757760,1.36E+07,831032,1.55E+07,949836,8.80E+01,14626868,0.985111782,0.0000593941232,1.27E+01
81,1.58E+07,13.3261,0.00372421,191.594,1.13E+07,1484,2.60E+08,-3.72E+07,1.39E+09,2.76E+07,1.62E+09,1.46E+08,8.98E+01,1592907500,7.11E-01,0.000093162974,1.63E+01
82,1.60E+07,14.0602,0.00316609,203.364,2.37E+06,330,5.46E+07,-7.70E+06,2.81E+08,5.53E+06,3.26E+08,2.93E+07,9.00E+01,320926980,7.38E-01,0.0001028271291,1.70E+01
83,1.62E+07,14.5059,0.00442916,182.81,3.96E+06,566,8.78E+07,-1.28E+07,4.45E+08,8.09E+06,5.18E+08,4.70E+07,8.98E+01,509504530,7.77E-01,0.0001110883155,1.72E+01
84,1.64E+07,6.62707,8.32E-05,80.8933,32768.2,0.28125,605988,55552,3.31E+06,244587,3.86E+06,369707.5,9.00E+01,3615363,0.906359887,0.000007779301829,16.76147042
85,1.66E+07,14.4886,0.00220856,214.338,383262,25.875,9.21E+06,-1.88E+06,4.82E+07,884546,5.59E+07,5.23E+06,9.11E+01,55042254,0.6963050605,0.00004700933941,1.67E+01
86,1.68E+07,14.6786,6.07E-05,307.544,2.45E+08,896,5.53E+09,-1.43E+09,2.79E+10,5.42E+08,3.30E+10,3.54E+09,9.04E+01,32483001000,7.54E-01,0.00000275836583,1.70E+01
87,1.70E+07,7.9527,0.0016309,84.2646,49071.2,7.28125,863494,57856,4.16E+06,286074,4.87E+06,468644,8.95E+01,4584536,1.0703635,0.0001588219615,18.83492681
88,1.72E+07,4.91146,0.00112916,29.4265,17036.1,2.89062,161462,179200,1.02E+06,215432,1.18E+06,95826,8.76E+01,963988,1.767252289,0.0002998605792,16.74937862
89,1.74E+07,15.3794,0.000172974,352.901,867623,11,2.13E+07,-5.64E+06,1.07E+08,1.96E+06,1.27E+08,1.36E+07,9.04E+01,124573550,0.6964744924,0.000008830124854,1.71E+01
90,1.76E+07,10.7313,7.02E-05,135.443,3.77E+07,256,6.81E+08,-5.56E+07,3.46E+09,1.28E+08,4.09E+09,4.07E+08,8.87E+01,3957498000,9.53E-01,0.000006468733528,1.72E+01
91,1.78E+07,17.0927,0.000282944,430.172,1.62E+07,224,4.17E+08,-1.35E+08,2.11E+09,3.18E+07,2.53E+09,2.91E+08,9.01E+01,2496203300,6.49E-01,0.000008973628069,1.67E+01
92,1.80E+07,17.5207,0.000208412,458.577,1.05E+06,67.25,2.82E+07,-8.85E+06,1.35E+08,2.06E+06,1.62E+08,1.86E+07,9.03E+01,159516010,6.57E-01,0.00004215877767,1.77E+01
93,1.82E+07,12.4778,2.63E-05,190.324,671025,1,1.74E+07,-2.28E+06,8.23E+07,2.08E+06,9.78E+07,9.92E+06,8.84E+01,95720910,0.7010223785,0.000001044703817,1.82E+01
94,1.84E+07,4.86396,0.000523812,32.7531,14659.5,1.4375,170939,136192,966656,184419,1.12E+06,102875.5,8.84E+01,939761,1.559917894,0.0001529644239,18.18962481
95,1.86E+07,7.51343,0.00105793,100.965,35508.5,3.25,832140,-2976,3.90E+06,221869,4.58E+06,453282.5,8.95E+01,4359241,0.8145569378,0.000074554263,19.0891029
96,1.88E+07,5.36936,0.000891016,34.4119,16668.5,2.5,164238,134144,974848,181574,1.13E+06,98856,8.91E+01,943556,1.766561815,0.0002649551272,17.40628007
97,1.89E+07,6.09359,0.000122889,33.9573,24180.7,0.375,246366,169984,1.23E+06,227806,1.45E+06,137996,8.68E+01,1219164,1.983383696,0.00003075878225,20.20778173
98,1.91E+07,6.8641,0.000171661,97.3068,26041.7,0.5625,528440,6400,2.77E+06,200109,3.28E+06,352334.5,8.97E+01,3079751,0.8455781003,0.00001826446359,17.15853002
99,1.93E+07,8.15327,0.00164607,134.844,37764.3,5.5625,943780,-100352,4.49E+06,235521,5.35E+06,600686.5,8.97E+01,5119199,0.737699394,0.0001086595774,18.43608736
100,1.95E+07,4.99643,0.000329234,42.3911,13916.6,0.8125,179966,107008,983040,173305,1.14E+06,109683.5,9.10E+01,962805,1.445422489,0.00008438884302,18.6918431
101,1.97E+07,5.00564,0.000789547,45.3468,13645.2,2.78125,192637,99840,995328,169767,1.16E+06,118244.5,9.03E+01,992123,1.375353661,0.0002803331845,19.41664491
102,1.99E+07,5.76867,0.0030988,43.4528,16840.9,8.25,190466,109056,1.00E+06,183330,1.16E+06,116807,9.13E+01,979530,1.719283738,0.0008422406664,19.44463161
103,2.01E+07,7.33396,0.000990473,82.173,27438.7,3.46875,528245,50176,2.52E+06,203678,3.03E+06,332486,8.74E+01,2830932,0.9692461705,0.0001225303186,18.65975587
104,2.03E+07,4.66216,0.000154697,42.3185,11877.8,0.34375,181098,96768,913408,159843,1.07E+06,109648.5,8.98E+01,909787,1.305558334,0.00003778356912,19.90553833
105,2.05E+07,4.87276,0.000228168,36.2312,12885.5,0.5,155658,113152,843776,165467,988936,98737.5,88.72513719,823469,1.564782645,0.00006071873987,18.90271522
106,2.07E+07,4.41585,0.000441885,36.0951,10729.9,1,149806,110592,782336,157501,916896,90734.5,88.45778547,759395,1.412953733,0.0001316837746,19.72701954
107,2.09E+07,3.80404,0.000331275,39.1664,8438.51,0.515625,150012,98816,749568,142550,881423,87794.5,88.07359316,738873,1.142078544,0.00006978533523,20.30281253
108,2.11E+07,10.0864,0.000133654,140.551,72087,0.75,1.74E+06,-195584,7.37E+06,339017,9.03E+06,1095255.5,8.71E+01,8689693,0.8295690078,0.000008630914809,2.00E+01
109,2.13E+07,7.16855,0.00106813,93.2165,22856.9,2.84375,491999,14080,2.21E+06,175083,2.67E+06,308256.5,8.82E+01,2492267,0.9171128134,0.0001141029432,19.74102293
110,2.15E+07,19.1712,0.000625136,435.142,1.68E+06,46.5,4.61E+07,-1.16E+07,1.92E+08,2.88E+06,2.34E+08,2.82E+07,8.81E+01,230958850,7.27E-01,0.00002013345667,2.00E+01
111,2.17E+07,19.1068,0.00693533,228.803,2.70E+07,5600,7.97E+08,-1.91E+08,3.37E+09,4.76E+07,4.12E+09,4.94E+08,8.75E+01,4073706500,6.63E-01,0.0001374669481,1.96E+01
112,2.19E+07,18.9308,0.000224141,229.971,7.15E+06,52,2.25E+08,-5.03E+07,9.35E+08,1.16E+07,1.14E+09,1.32E+08,8.75E+01,1126379600,6.35E-01,0.000004616560882,2.00E+01
113,2.21E+07,3.68168,5.42E-05,48.2368,7854.13,0.09375,167994,99328,798720,131510,953691,93576.5,85.06545396,822181,0.9552799201,0.0000114025987,20.4327271
114,2.23E+07,3.6822,0.000381468,43.574,7473.36,0.65625,144462,102400,688128,135822,819962,82628,85.61522495,684140,1.092372906,0.00009592334902,21.11585348
115,2.25E+07,7.74402,0.000732417,107.368,26070.9,2.25,695880,-18176,3.16E+06,178746,3.83E+06,434286,8.70E+01,3655014,0.7132913855,0.00006155927173,19.03905156
116,2.27E+07,3.20248,4.80E-05,34.4396,5984.21,0.078125,103700,103424,516096,124940,608865,57142.5,85.27602418,483925,1.236598646,0.00001614403058,21.42894043
117,2.29E+07,3.35495,0.000411228,33.0911,6217.26,0.59375,100576,103936,512000,131492,604961,60258.5,86.18600162,473469,1.313129265,0.0001254041975,21.24236222
118,2.30E+07,7.27776,0.000282035,125.18,22359.5,0.609375,680499,7392,2.59E+06,165376,3.18E+06,375462,8.56E+01,3016234,0.741305217,0.00002020317389,22.56121375
119,2.32E+07,2.62633,0.00152586,21.0153,4341.71,2.1875,55721.8,109056,331776,117168,383339,29837.5,83.67553189,266171,1.631173193,0.0008218400953,20.93458716
120,2.34E+07,3.24031,0.00199602,29.9056,5692.94,3.03125,82862.6,108032,428032,125596,502614,46073,84.87658414,377018,1.509991565,0.0008040067053,21.97842013
121,2.36E+07,2.77129,3.34E-05,20.0294,4653.25,0.0625,54387,112128,325632,123405,375088,30366.5,84.83052093,251683,1.848853518,0.00002483282542,21.60932602
122,2.38E+07,3.00596,0.000511843,19.1994,5200.1,0.828125,56192.7,114176,321536,121565,374754,30303.5,81.89929262,253189,2.053841202,0.0003270777956,22.19397367
123,2.40E+07,2.79785,0.000283377,19.3109,4673.9,0.40625,55577,113152,317440,123093,365556,29028.5,84.25532968,242463,1.927675563,0.0001675513377,22.92184787
124,2.42E+07,2.76893,0.000177428,17.452,4539.51,0.3125,50826.3,112640,294912,120307,339928,26341.5,82.99388492,219621,2.06697447,0.0001422905824,23.14273225
125,2.44E+07,2.65063,0.00058224,17.997,4250.88,0.90625,49923,110592,292864,116848,336754,25073,82.88632416,219906,1.933044119,0.0004121079006,22.70197266
126,2.46E+07,3.28245,0.00120219,36.742,5721.36,2.4375,100959,97792,493568,123371,587314,59662.5,85.30703125,463943,1.233203217,0.000525387817,21.76107841
127,2.48E+07,2.69811,0.000167219,16.1465,4335.96,0.25,44594.9,110592,278528,117380,321487,24873.5,82.27841279,204107,2.124356343,0.0001224847751,21.8487852
128,2.50E+07,12.6501,0.000808579,237.22,54422.3,3.21875,1.65E+06,-432128,6.98E+06,169410,8.56E+06,1089814,8.84E+01,8388260,0.6487912869,0.00003837208193,1.97E+01
129,2.52E+07,3.21822,0.000282571,28.8116,5709.13,0.390625,80011.2,117248,442368,124651,520450,42742.5,82.14270375,395799,1.442431638,0.00009869277083,20.21510918
130,2.54E+07,2.53532,0.00122072,13.3126,4052.42,2.10938,35706.8,112640,248832,117589,281327,18722,83.17678242,163738,2.474941675,0.0012882654,21.80727748
131,2.56E+07,2.48441,0.00143802,14.2298,3907.95,2.8125,35425,110592,250880,115488,284522,19269,82.99395388,169034,2.311931327,0.001663866441,20.9573222
132,2.58E+07,2.67333,0.000473828,14.0991,4216.15,0.921875,35585.8,111104,246784,116811,275280,17101.5,85.61926938,158469,2.660551906,0.0005817383842,22.45600086
133,2.60E+07,2.78954,0.00129441,18.6079,4561.82,2.35938,45336.9,111616,294912,118918,338201,25295.5,83.58878709,219283,2.080334545,0.00107595208,20.67506373
134,2.62E+07,3.62965,4.24E-05,49.9603,6366.11,0.09375,142888,76800,626688,120993,752005,84755,87.14382611,631012,1.008873048,0.00001485708671,22.64426033
135,2.64E+07,3.55834,0.000681372,54.2637,6452.93,1.10938,151661,72704,692224,127673,835599,99172,87.51197159,707926,0.9115260635,0.0001567084695,21.42328435
136,2.66E+07,2.68603,2.63E-05,11.6679,4355.12,0.046875,28405,116224,253952,120062,259599,4742.5,98.70356966,139537,3.121121996,0.0000335932405,20.35660792
137,2.68E+07,5.76228,0.00100412,103.668,12130.8,1.59375,333412,22784,1.46E+06,129530,1.79E+06,220078,8.64E+01,1662060,0.7298653478,0.00009589004007,20.0601663
138,2.70E+07,2.47377,0.000238645,10.0639,3941.18,0.515625,16988.3,116224,256000,118839,261721,4168,97.82617824,142882,2.758346048,0.0003608747078,11.88974119
139,2.71E+07,5.37637,0.000491898,80.7992,11861.8,0.765625,270880,47104,1.19E+06,146754,1.46E+06,185265,8.69E+01,1311966,0.9041240398,0.00005835707633,20.64687652
140,2.73E+07,3.17824,0.000741147,41.3535,5406.29,1.59375,110186,91648,524288,119213,622186,62731.5,86.01654562,502973,1.074866842,0.0003168659153,21.90694133
141,2.75E+07,2.30446,0.000613577,7.08178,3598.45,1.1875,12403.3,114688,258048,116926,265202,4696,96.68456122,148276,2.42685937,0.000800871348,8.365008498
142,2.77E+07,2.37379,0.000683722,8.31435,3746.06,1.28125,15104.2,115712,260096,118566,267359,5058.5,97.03682297,148793,2.517631878,0.0008610956161,10.15114958
143,2.79E+07,2.38172,0.000176681,9.20819,3789.33,0.34375,18486.2,115712,262144,119127,269913,5592,97.11246402,150786,2.51305161,0.0002279720929,12.2598915
144,2.81E+07,2.29714,0.000142772,6.91746,3619.58,0.25,12852.5,114688,262144,117251,271449,5934,95.62769945,154198,2.347358591,0.0001621292105,8.335062712
145,2.83E+07,2.34954,6.63E-05,9.01055,3792.31,0.125,18861.4,117248,268288,120490,276042,5498,97.09936227,155552,2.437969296,0.00008035897963,12.12546287
146,2.85E+07,2.26037,0,6.62669,3582.37,0,13045,115712,266240,118124,276132,6152,95.26606248,158008,2.267207989,0,8.255911093
147,2.87E+07,2.34512,0.00110023,8.93071,3825.77,2.14062,19380.8,118784,272384,121538,280628,5499,96.54912314,159090,2.404783456,0.00134554026,12.18228676
148,2.89E+07,2.29432,0.000110973,7.39127,3725,0.1875,14491.7,118272,272384,121045,281753,6071,95.8956617,160708,2.317868432,0.0001166712298,9.017410459
149,2.91E+07,2.25362,0.000131259,6.53534,3624.39,0.25,13294.4,117248,274432,120147,282285,5376,96.94457808,162138,2.235373571,0.0001541896409,8.199435049
150,2.93E+07,2.5616,0.00056874,7.21904,4174.8,1.28125,15728.6,118272,278528,121919,286070,5594.5,97.62718473,164151,2.543268089,0.00078053134,9.581787501
151,2.95E+07,2.2603,0.00053807,6.46126,3722.84,1.04688,14573.9,119808,278528,122913,287863,6220,96.22309791,164950,2.256950591,0.00063466505,8.835344044
