subband index,frequency (Hz),Avg Error %,Min Error %,Max Error %,Avg Error,Min Error,Max Error,Min Out,Max Out,Min Ref,Max Ref,Shift,Range Size %,Ref Range,Avg Err/Range,Min Err/Range,Max Err/Range
145,2.83E+07,1.54551,6.63E-05,8.26019,2536.09,0.125,17794.7,119808,268288,120490,276042,4218,95.45361037,155552,1.630380837,0.00008035897963,11.43971148
146,2.85E+07,1.39036,0.000296526,5.20258,2253.74,0.375,10642.6,117248,268288,118124,276132,4360,95.5900967,158008,1.426345501,0.0002373297555,6.735481748
147,2.87E+07,1.5586,0.00022682,8.36326,2583.99,0.34375,17943.5,120832,272384,121538,280628,4475,95.2618015,159090,1.624231567,0.0002160726633,11.27883588
148,2.89E+07,1.47309,2.01E-05,6.81855,2437.9,0.03125,12588.4,119808,274432,121045,281753,4279,96.21425194,160708,1.516974886,0.00001944520497,7.833088583
149,2.91E+07,1.37327,0.000131259,5.53108,2261.76,0.25,10583.6,118272,274432,120147,282285,4864,96.31301731,162138,1.394959849,0.0001541896409,6.527525935
150,2.93E+07,1.65195,0.000357627,5.79866,2742.48,0.554688,12041.3,119808,278528,121919,286070,4826.5,96.69146091,164151,1.670705631,0.0003379132628,7.335502068
151,2.95E+07,1.41007,0.000447436,5.37175,2372.69,0.609375,10898.5,121856,278528,122913,287863,5196,94.98150955,164950,1.438429827,0.0003694301303,6.607153683
152,2.97E+07,1.34235,0.000136938,5.175,2251.02,0.21875,10667,120832,278528,121925,288880,5722.5,94.45419424,166955,1.348279477,0.0001310233296,6.389146776
153,2.99E+07,1.34309,0.000466509,5.23087,2283.9,0.75,11695.6,121856,282624,123837,292435,5896,95.35581679,168598,1.354642404,0.0004448451346,6.936974341
154,3.01E+07,1.38925,6.47E-05,5.78126,2397.26,0.109375,11284.4,123392,286720,124857,295956,5350.5,95.45818503,171099,1.401095272,0.00006392497911,6.595246027
155,3.03E+07,1.36097,0.000252954,5.28877,2362.54,0.484375,11181.4,124416,288768,125258,297971,5022.5,95.15902103,172713,1.367899347,0.0002804508057,6.47397706
156,3.05E+07,1.29631,0.000626297,5.10408,2237.61,0.859375,11419.4,123392,288768,124963,298255,5529,95.43198763,173292,1.291236756,0.0004959115251,6.589686771
157,3.07E+07,1.62503,0.000729286,7.20688,2846.2,1.01562,15667.4,125440,292864,127108,302838,5821,95.27343083,175730,1.619643772,0.000577943436,8.915609173
158,3.09E+07,1.49978,1.86E-05,9.25176,2684.49,0.03125,24807.9,128000,294912,128919,305069,5538,94.75560602,176150,1.523979563,0.00001774056202,14.08339483
159,3.11E+07,1.52028,0.000714647,5.54339,2650.76,1.15625,13459.2,125440,294912,126998,304917,5781.5,95.25233393,177919,1.489868985,0.000649874381,7.564790719
160,3.13E+07,1.31028,1.91E-05,5.16453,2351.55,0.03125,12598.8,128000,296960,129745,307511,6148,95.04629682,177766,1.322834513,0.00001757928963,7.087294533
161,3.14E+07,1.64685,5.34E-05,9.26824,2986.96,0.09375,24683.7,129024,299008,131514,310110,6796,95.17794351,178596,1.672467468,0.00005249277699,13.82097023
162,3.16E+07,1.2456,0.000141576,5.11956,2251.57,0.28125,13270.5,129024,299008,130318,310715,6500.5,94.22773106,180397,1.248119425,0.0001559061403,7.356275326
163,3.18E+07,1.45289,1.02E-05,5.69401,2654.11,0.015625,14102.2,130048,303104,132491,313495,6417,95.60893682,181004,1.466326711,0.000008632405914,7.791098539
164,3.20E+07,1.44476,8.92E-05,5.79953,2641.29,0.140625,14321.7,130048,303104,132909,313957,6857,95.58570103,181048,1.458889355,0.00007767277186,7.910443639
165,3.22E+07,1.44859,0.000124331,5.72684,2630.79,0.171875,13846.9,131072,303104,132481,313385,5845,95.09574139,180904,1.454246451,0.00009500895503,7.654280723
166,3.24E+07,1.43965,0.000598759,5.84941,2657.31,0.96875,14759.7,132096,305152,134911,315995,6829,95.56669833,181084,1.467446047,0.0005349727198,8.150747719
167,3.26E+07,1.43896,0.000570015,5.97107,2684.53,1,14967,134144,309248,136710,318544,5931,96.298822,181834,1.476363056,0.0005499521542,8.231133891
168,3.28E+07,1.43685,0.000403673,5.84828,2672.84,0.78125,14632.7,134144,309248,136430,320178,6608,95.29573111,183748,1.454622635,0.0004251746958,7.963460827
169,3.30E+07,1.41264,0.000121262,5.90379,2688.22,0.1875,14691.3,137216,313344,139289,324311,6520,95.19300408,185022,1.452919112,0.0001013393002,7.940298991
170,3.32E+07,1.4402,0.00095653,6.16552,2756.54,1.78125,15126.1,138240,315392,140608,326709,6842.5,95.19132084,186101,1.481206442,0.0009571415522,8.127898292
171,3.34E+07,1.41055,3.41E-05,5.91999,2693.3,0.0625,15307.4,138240,315392,140074,327288,6865,94.62540195,187214,1.438621043,0.00003338425545,8.17641843
172,3.36E+07,1.42098,0.000166796,6.12773,2734.19,0.40625,14599.2,139264,315392,141394,328445,7591.5,94.16041614,187051,1.461735035,0.0002171867566,7.804930206
173,3.38E+07,1.42187,6.01E-05,6.01873,2760.32,0.125,16371.3,140288,319488,142838,330817,6939.5,95.32979748,187979,1.468419345,0.00006649678954,8.709111124
174,3.40E+07,1.60788,0.000102703,6.47586,3087.98,0.21875,17625,139264,319488,142290,332029,7783.5,94.98521653,189739,1.627488287,0.0001152899509,9.289076047
175,3.42E+07,1.41926,0.000171662,5.94902,2792.74,0.28125,16183.1,142336,325632,144710,336934,6838,95.35541868,192224,1.452857083,0.0001463136757,8.418875895
176,3.44E+07,1.46679,0.00017049,6.21053,2924.89,0.3125,16256.7,145408,327680,146873,341672,7728.5,93.56926884,194799,1.501491281,0.0001604217681,8.345371383
177,3.46E+07,1.59025,0.00101449,6.30186,3152.86,1.92188,17634.4,144384,329728,146660,342477,7512.5,94.65163903,195817,1.610105353,0.0009814673905,9.005551101
178,3.48E+07,1.5548,4.38E-05,6.23789,3125.43,0.078125,17576.4,146432,331776,147803,345795,7695,93.61186311,197992,1.57856378,0.000039458665,8.877328377
179,3.50E+07,1.46762,0.000383556,5.86642,2973.33,0.71875,16644.9,147456,333824,148838,347829,7693.5,93.65649703,198991,1.494203255,0.0003611972401,8.364649658
180,3.52E+07,1.39228,0.000404294,5.77076,2817.18,0.859375,17413.8,147456,333824,148675,348803,8099,93.12440038,200128,1.407689079,0.0004294126759,8.701331148
181,3.54E+07,1.57915,0.000174603,6.52733,3226.06,0.359375,19349.3,149504,339968,151130,353344,7501,94.18932418,202214,1.595369262,0.0001777201381,9.568724223
182,3.55E+07,1.55757,0.000684848,6.42381,3226.64,1.78125,18807.3,151552,344064,152831,356983,7099,94.29836592,204152,1.580508641,0.000872511658,9.212400564
183,3.57E+07,1.39129,0.000190735,6.05968,2901.48,0.46875,18378.2,152576,344064,154038,360551,8974.5,92.72442897,206513,1.404986611,0.0002269832892,8.899294475
184,3.59E+07,1.56759,0.000170403,6.29318,3316.25,0.34375,18684.4,154624,350208,158249,366382,9899.5,93.97068221,208133,1.593332148,0.0001651588167,8.977144422
185,3.61E+07,1.57227,0.000582751,6.49895,3348.57,1.1875,21113.5,155648,354304,159311,370162,9760.5,94.21629492,210851,1.58812147,0.0005631939142,10.01346923
186,3.63E+07,1.60123,0.000186843,6.49767,3398.47,0.46875,21187.3,155648,354304,159376,370180,9802,94.237301,210804,1.612146828,0.0002223629533,10.05071061
187,3.65E+07,1.46015,4.72E-05,6.24434,3158.85,0.09375,20047.5,159744,356352,162400,372914,9609,93.39426356,210514,1.500541532,0.00004453385523,9.523119602
188,3.67E+07,1.56943,2.08E-05,6.69384,3404.83,0.046875,21155,160768,358400,163629,374173,9317,93.86731515,210544,1.617158409,0.00002226375484,10.04778099
189,3.69E+07,1.56084,7.13E-06,6.42708,3366.28,0.015625,22718.2,158720,356352,162704,373884,10758,93.58461976,211180,1.594033526,0.000007398901411,10.75774221
190,3.71E+07,1.6668,4.15E-05,6.9405,3671.41,0.078125,21249.9,163840,362496,166577,380265,10253,92.96544495,213688,1.718117068,0.00003656031223,9.94435813
191,3.73E+07,1.51808,0.000261377,6.49928,3395.26,0.578125,21913.2,166912,364544,168929,383372,10422.5,92.16062077,214443,1.58329253,0.0002695937848,10.2186595
192,3.75E+07,1.54088,0.000116184,6.50977,3466.67,0.234375,21931.2,168960,366592,170195,385754,10198.5,91.68348341,215559,1.608223271,0.0001087289327,10.17410547
193,3.77E+07,1.53726,7.85E-05,6.59639,3523.81,0.21875,23227.6,172032,372736,173240,390723,9597.5,92.28491422,217483,1.62026917,0.0001005825743,10.6801911
194,3.79E+07,1.65184,0.000123303,6.64429,3797.35,0.25,23609.7,173056,372736,174983,391435,10313,92.25139985,216452,1.754361244,0.0001154990483,10.90759152
195,3.81E+07,1.51616,0.000138089,6.4646,3452.33,0.3125,21184.3,172032,370688,172991,387012,8641.5,92.82079796,214021,1.613080025,0.0001460137089,9.898234285
196,3.83E+07,1.52669,6.10E-05,6.25253,3539.22,0.125,22761.7,176128,374784,176545,390660,8146.5,92.7800481,214115,1.652952852,0.00005837984261,10.63059571
197,3.85E+07,1.62689,0.000259903,6.82731,3801.45,0.484375,23050.7,177152,378880,178990,393048,8003,94.23987891,214058,1.775897187,0.0002262821291,10.76843659
198,3.87E+07,1.64075,9.54E-05,6.90495,3853.76,0.21875,23835,179200,382976,179987,396287,7049,94.20989367,216300,1.781673601,0.0001011326861,11.01941748
199,3.89E+07,1.48393,0.000187136,6.51852,3573.3,0.40625,22805.5,183296,387072,184781,401919,8166,93.84630972,217138,1.645635494,0.0001870930008,10.50276783
200,3.91E+07,1.60082,8.48E-05,6.93033,3891.07,0.1875,23938.7,186368,393216,186852,406421,6844.5,94.20637704,219569,1.772139965,0.00008539456845,10.90258643
201,3.93E+07,1.60466,0.000125922,6.67732,3882.33,0.265625,22750.3,185344,393216,186470,405726,6818,94.80789579,219256,1.770683584,0.000121148338,10.37613566
202,3.95E+07,11.537,0.000597763,283.822,52767.7,2.375,1.71E+06,-638976,6.95E+06,263014,8.57E+06,1263330,9.13E+01,8308476,0.6351068475,0.00002858526642,2.06E+01
203,3.96E+07,1.48343,0.000279744,6.38839,3677.03,0.6875,25760.6,191488,399360,191750,412962,6932,93.96958574,221212,1.662219952,0.0003107878415,11.64520912
204,3.98E+07,1.6155,0.000819447,6.72322,4008.16,1.8125,26017.1,191488,401408,193102,415058,7632,94.57730361,221956,1.805835391,0.0008166032907,11.72173764
205,4.00E+07,1.61636,0.000114728,7.05784,4089.37,0.3125,25124.2,196608,407552,196740,421560,7070,93.82795125,224820,1.81895294,0.000139000089,11.17525131
206,4.02E+07,1.49942,9.62E-05,6.25439,3858.53,0.21875,24442.3,199680,413696,200590,427681,7447.5,94.24239622,227091,1.69911181,0.00009632702309,10.76321827
207,4.04E+07,1.5782,0.000337585,6.78533,4088.68,0.78125,25908.2,200704,417792,202706,433139,8674.5,94.20872878,230433,1.774346556,0.0003390356416,11.24326811
208,4.06E+07,1.60399,0.00081908,6.80644,4244,1.9375,26919.9,206848,425984,208285,440678,8065.5,94.29543919,232393,1.826216797,0.0008337170225,11.58378264
209,4.08E+07,1.62659,4.73E-05,6.95248,4314.36,0.109375,25989.8,208896,425984,209422,444177,9359.5,92.4742817,234755,1.837813891,0.00004659112692,11.0710315
210,4.10E+07,1.49967,0.000632342,6.46438,3960.21,1.4375,25275.6,206848,425984,208126,441020,8157,94.09259148,232894,1.700434532,0.0006172335912,10.85283434
211,4.12E+07,1.61239,0.000273386,6.81336,4295.68,0.671875,27675.6,208896,425984,210907,443910,9968.5,93.16961584,233003,1.843615747,0.0002883546564,11.87778698
212,4.14E+07,1.59153,0.000358648,6.69023,4302.59,0.859375,28746.9,212992,432128,214410,450619,9954.5,92.77207896,236209,1.821518232,0.0003638197528,12.17011206
213,4.16E+07,1.69745,1.23E-05,6.80142,4653.06,0.03125,29858.2,214016,440320,217540,460032,11618,93.32431585,242492,1.918850931,0.00001288702308,12.313066
214,4.18E+07,1.61329,0.000526789,6.42994,4529.17,1.35938,29554.2,221184,450560,223208,470867,11165.5,92.61767188,247659,1.828792816,0.000548891823,11.93342459
215,4.20E+07,1.63202,0.000378417,6.31468,4648.08,0.96875,29633.2,226304,456704,227652,477541,11092.5,92.20093722,249889,1.860057866,0.0003876721264,11.85854519
216,4.22E+07,1.57738,0.000286101,6.1052,4518.9,0.75,28630.3,227328,458752,228672,479374,10983,92.31039242,250702,1.802498584,0.0002991599588,11.42005249
217,4.24E+07,1.71022,0.00014085,6.79352,4974.66,0.375,32242.8,231424,460800,233054,485502,13166,90.8606921,252448,1.970568196,0.000148545443,12.77205603
218,4.26E+07,1.59125,9.46E-05,6.73662,4663.86,0.25,32101.1,232448,462848,235163,489761,14814,90.49560484,254598,1.831852568,0.00009819401566,12.60854366
219,4.28E+07,1.58902,0.000479564,6.56905,4690.81,1.71875,31534.5,234496,468992,236492,492964,12984,91.43142331,256472,1.828975483,0.0006701511276,12.29549424
220,4.30E+07,1.66032,0,6.86272,5045.57,0,33651.7,241664,475136,244485,504549,16117,89.77482466,260064,1.940126277,0,12.93977636
221,4.32E+07,1.64428,0.000594648,7.04853,5054.23,1.65625,35040.9,243712,483328,247052,509671,14841.5,91.24092316,262619,1.92454849,0.0006306664788,13.34286552
222,4.34E+07,1.57604,6.73E-05,6.82536,4908.85,0.1875,34355.3,246784,491520,250493,517054,14621.5,91.81238066,266561,1.841548464,0.00007034037237,12.88834451
223,4.36E+07,1.54448,0.000326975,6.97132,4949.92,1.125,35912.4,256000,501760,259155,527761,14578,91.49460548,268606,1.842818105,0.0004188290656,13.36991728
224,4.38E+07,1.64083,0.000278369,7.6377,5362.04,0.84375,39967.8,262144,512000,265260,536533,13824.5,92.10500123,271273,1.976621337,0.0003110335345,14.73342353
225,4.39E+07,1.58059,0.000292633,7.09834,5143.89,0.875,36929.7,262144,507904,262699,535065,13858,90.2315267,272366,1.888594759,0.0003212588943,13.55885096
226,4.41E+07,1.55022,0.000286101,6.92481,5117.97,0.84375,36569.2,264192,516096,268024,541210,14473,92.20970328,273186,1.873437877,0.000308855505,13.38619109
227,4.43E+07,1.5653,0.000138716,7.20279,5282.47,0.46875,38628,270336,524288,272799,549702,13938.5,91.71153798,276903,1.907696919,0.0001692831064,13.95001138
228,4.45E+07,1.57927,0.000333785,7.22853,5418.72,1.09375,39415.1,276480,532480,277935,560872,14923.5,90.47950604,282937,1.915168394,0.0003865701552,13.93069835
229,4.47E+07,1.54384,1.96E-05,7.30098,5490.72,0.0625,40970.4,286720,552960,289144,577465,13464.5,92.34152212,288321,1.904377413,0.00002167722781,14.20999511
230,4.49E+07,1.54073,1.86E-05,7.10973,5620.71,0.0625,40881.2,294912,569344,297060,592313,12558.5,92.94808181,295253,1.903692765,0.00002116828618,13.84615906
231,4.51E+07,1.56419,0.000159295,7.29675,5762.37,0.59375,42403.8,296960,569344,300327,598561,16292,91.33230953,298234,1.932164005,0.0001990886351,14.21829838
232,4.53E+07,1.54469,9.25E-05,7.46525,5803.45,0.3125,43999.4,303104,581632,307169,603419,12926,94.0178903,296250,1.958970464,0.0001054852321,14.85211814
233,4.55E+07,1.61978,0.000279017,7.74158,6192.69,1,46056.2,311296,585728,313979,611074,14014.5,92.37180027,297095,2.084414076,0.0003365926724,15.50217944
234,4.57E+07,1.50502,0.000208074,7.46958,5807.52,0.75,44968.8,311296,589824,317322,618515,17358.5,92.47492472,301193,1.928172301,0.0002490097711,14.93022746
235,4.59E+07,1.56933,0.000107709,7.61512,6284.56,0.375,47267.6,325632,610304,329626,636283,14986.5,92.83075227,306657,2.049377643,0.0001222864634,15.4138337
236,4.61E+07,1.53976,2.63E-05,7.55997,6314.78,0.09375,47902.2,333824,622592,337722,651168,16237,92.12687353,313446,2.014630909,0.00002990945809,15.28244099
237,4.63E+07,1.54083,0.000696602,7.95389,6444.4,2.625,51675.8,339968,634880,344346,666723,18110.5,91.48047162,322377,1.999025985,0.0008142640449,16.0296175
238,4.65E+07,1.48742,0.000588667,7.30747,6411.05,2.375,48492.6,350208,655360,355405,684159,16998,92.82077176,328754,1.95010555,0.0007224246701,14.75042129
239,4.67E+07,1.54475,3.95E-05,7.9684,6808.65,0.15625,54260.8,360448,667648,365978,698617,18249.5,92.35236999,332639,2.046858606,0.00004697284443,16.31221835
240,4.69E+07,1.46287,0.000345604,8.02204,6566.15,1.65625,55372.3,366592,679936,372566,708808,17423,93.19002385,336242,1.952804825,0.0004925767751,16.46799032
241,4.71E+07,1.49564,0.000153318,7.94205,6875.95,0.65625,56186,376832,692224,382862,726313,20059.5,91.83027564,343451,2.002017755,0.0001910752917,16.35924775
242,4.73E+07,1.48365,4.40E-05,7.69151,6971.57,0.21875,55289.8,391168,708608,394920,738295,16719.5,92.44703313,343375,2.030307972,0.00006370586094,16.10187113
243,4.75E+07,1.49966,7.03E-05,8.16544,7198.05,0.3125,60092.1,397312,720896,401465,756635,19946,91.10679393,355170,2.02664921,0.00008798603486,16.91924994
244,4.77E+07,1.51689,8.90E-05,8.25819,7601.71,0.4375,63048.3,417792,753664,422307,785086,17968.5,92.58308778,362779,2.095410705,0.0001205968372,17.37925845
245,4.79E+07,1.50456,0.00012153,8.51408,7795.06,0.5625,67089.8,430080,774144,435936,810396,21054,91.8827111,374460,2.081680286,0.0001502163115,17.91641297
246,4.80E+07,1.54069,6.00E-05,8.17553,8130.73,0.28125,66007.9,440320,786432,445907,830738,24946.5,89.93870036,384831,2.112805361,0.00007308402909,17.15243834
247,4.82E+07,1.49231,0.000384674,8.21603,8065.68,1.875,67830.8,454656,811008,459250,850247,21916.5,91.1393182,390997,2.062849587,0.0004795433213,17.3481638
248,4.84E+07,1.5478,0.00014623,8.10096,8525.96,0.71875,68241.3,462848,819200,467019,867746,26358.5,88.92637631,400727,2.127623045,0.0001793615105,17.02937411
249,4.86E+07,1.56111,0.000239131,8.07578,8767.62,1.3125,69090.1,468992,831488,476391,882062,28986.5,89.35713916,405671,2.161263684,0.0003235380394,17.03106705
250,4.88E+07,1.56755,0.00014085,7.80976,9101.46,0.75,69397.3,491520,864256,495638,916977,28419.5,88.46463299,421339,2.160127593,0.0001780039351,16.47065664
251,4.90E+07,1.54933,8.75E-05,7.52716,9330.28,0.5625,68647.5,507904,897024,515548,951283,30951.5,89.301984,435735,2.141273939,0.0001290922235,15.75441495
252,4.92E+07,1.54619,0.000536117,7.85305,9652.06,3.25,75050.9,524288,921600,530220,987020,35676,86.97723292,456800,2.112972855,0.0007114711033,16.42970665
253,4.94E+07,1.50383,0,7.44487,9764.15,0,73887.1,544768,958464,553524,1.02E+06,37226,8.79E+01,470636,2.074671296,0,15.69941526
254,4.96E+07,1.54771,0.000110425,7.96874,10354.7,0.6875,81217.6,561152,983040,570501,1.06E+06,41674.5,8.67E+01,486539,2.12823638,0.0001413041914,16.69292698
255,4.98E+07,1.57692,4.07E-05,8.88475,10799.8,0.25,92662.1,569344,1.00E+06,580677,1.08E+06,44841.5,8.66E+01,501193,2.154818603,0.00004988098397,18.4883069
256,5.00E+07,1.56527,0.000261837,8.28913,11127.4,1.8125,89220.6,593920,1.04E+06,606067,1.12E+06,44513.5,8.73E+01,511193,2.176751247,0.0003545627581,17.45340801
257,5.02E+07,1.50229,0.000293437,7.88718,10922.7,1.875,88265.9,610304,1.06E+06,619413,1.15E+06,48684.5,8.49E+01,525617,2.078072056,0.000356723622,16.79281682
258,5.04E+07,1.52896,9.64E-05,8.30274,11456.6,0.75,94201.8,626688,1.09E+06,636096,1.18E+06,48594,8.55E+01,541224,2.116794525,0.000138574786,17.40532571
259,5.06E+07,1.5335,0.000172416,8.79597,12028.2,1.25,103498,655360,1.13E+06,663223,1.22E+06,49236.5,8.52E+01,557887,2.156028013,0.000224059711,18.55178558
260,5.08E+07,1.4805,4.15E-05,8.23218,12112.4,0.3125,100678,688128,1.18E+06,692470,1.27E+06,47471,8.51E+01,577780,2.09636886,0.00005408633044,17.42497144
261,5.10E+07,1.45979,0.00124419,7.72481,12346.8,9.9375,99521.9,708608,1.22E+06,716739,1.32E+06,52650.5,8.52E+01,601041,2.054235901,0.001653381383,16.55825476
262,5.12E+07,1.43763,0.000588025,8.29887,12708.9,4.9375,108981,741376,1.27E+06,747925,1.36E+06,50224.5,8.58E+01,615735,2.064021048,0.0008018871755,17.69933494
263,5.14E+07,1.46946,0.000214809,8.39758,13399.4,1.8125,113400,761856,1.30E+06,768833,1.40E+06,53183.5,8.54E+01,633087,2.116517951,0.0002862955644,17.91223007
264,5.16E+07,1.43823,8.29E-05,9.03499,13456.7,0.75,124490,782336,1.34E+06,785032,1.43E+06,49483,8.55E+01,646538,2.081347113,0.0001160024623,19.25486205
265,5.18E+07,1.39918,0.000534713,8.47649,13643.7,5.125,121393,815104,1.39E+06,820721,1.49E+06,49973.5,8.67E+01,666249,2.04783797,0.0007692319238,18.22036506
266,5.20E+07,1.43498,9.49E-05,8.1117,14563.9,0.875,120770,851968,1.45E+06,856584,1.55E+06,50928,8.66E+01,690636,2.108766412,0.0001266948146,17.4867803
267,5.21E+07,1.48636,8.74E-05,8.39126,15705.2,0.8125,129815,884736,1.51E+06,892153,1.61E+06,54308.5,8.69E+01,716377,2.192309357,0.000113417935,18.1210452
268,5.23E+07,1.52597,0.000481854,8.4714,16940.1,4.875,136370,929792,1.58E+06,938559,1.68E+06,55708.5,8.74E+01,745151,2.273378148,0.0006542298138,18.30098866
269,5.25E+07,1.51247,0.000120148,8.01582,17370.7,1.25,134923,966656,1.64E+06,972543,1.75E+06,58598.5,8.64E+01,777167,2.235130931,0.0001608405915,17.36087611
270,5.27E+07,1.52292,0.000637677,7.85353,17973.4,7,136148,995328,1.70E+06,1.00E+06,1.80E+06,5.83E+04,8.76E+01,799990,2.246703084,0.0008750109376,17.01871273
271,5.29E+07,1.49959,5.05E-05,8.12348,18250.2,0.625,145587,1.02E+06,1.75E+06,1.04E+06,1.87E+06,6.30E+04,8.79E+01,829490,2.20017119,0.00007534750268,17.551387
272,5.31E+07,1.51035,3.84E-05,8.30254,19190.8,0.5,154279,1.07E+06,1.82E+06,1.08E+06,1.93E+06,6.15E+04,8.72E+01,855100,2.244275523,0.00005847269325,18.04221728
273,5.33E+07,1.45786,5.91E-05,8.10145,19217.8,0.75,156712,1.11E+06,1.89E+06,1.12E+06,2.02E+06,6.58E+04,8.72E+01,892200,2.153978928,0.00008406186954,17.5646716
274,5.35E+07,1.42596,4.36E-05,7.70038,19496.3,0.625,155689,1.16E+06,1.97E+06,1.17E+06,2.10E+06,7.30E+04,8.70E+01,931990,2.091900128,0.00006706080537,16.70500756
275,5.37E+07,1.44019,0.000505508,7.91173,20670.6,6.75,174546,1.21E+06,2.06E+06,1.22E+06,2.21E+06,7.71E+04,8.68E+01,981280,2.106493559,0.0006878770585,17.78758356
276,5.39E+07,1.39178,3.57E-05,8.51916,21037.1,0.5,189949,1.28E+06,2.16E+06,1.29E+06,2.32E+06,8.13E+04,8.58E+01,1031470,2.039526113,0.00004847450726,18.41536836
277,5.41E+07,1.41214,0.000236774,8.49557,22135,3.375,197749,1.32E+06,2.24E+06,1.34E+06,2.43E+06,1.03E+05,8.46E+01,1094520,2.022347696,0.0003083543471,18.06718927
278,5.43E+07,1.37001,0.000446806,8.66122,22405,6.625,209738,1.38E+06,2.36E+06,1.40E+06,2.53E+06,9.22E+04,8.58E+01,1135970,1.972323213,0.0005832020212,18.4633397
279,5.45E+07,1.29124,0.000230471,8.39581,21762.3,3.625,210230,1.43E+06,2.42E+06,1.44E+06,2.62E+06,1.01E+05,8.43E+01,1175710,1.850992166,0.0003083243317,17.88111014
280,5.47E+07,1.32681,0.000278156,8.60179,22896.7,4.375,222041,1.47E+06,2.49E+06,1.48E+06,2.70E+06,1.11E+05,8.37E+01,1222750,1.872557759,0.0003578000409,18.15914946
281,5.49E+07,1.28415,5.34E-05,7.8395,23035.2,0.875,210446,1.52E+06,2.61E+06,1.54E+06,2.81E+06,1.10E+05,8.49E+01,1274390,1.80754714,0.00006866030022,16.51346919
282,5.51E+07,1.26306,3.05E-05,8.38823,23668.5,0.5,235247,1.60E+06,2.74E+06,1.60E+06,2.94E+06,1.07E+05,8.51E+01,1338300,1.768549653,0.0000373608309,17.57804678
283,5.53E+07,1.26548,8.25E-05,7.91492,24649.7,1.5,232360,1.66E+06,2.85E+06,1.67E+06,3.08E+06,1.19E+05,8.47E+01,1402040,1.758131009,0.0001069869619,16.57299364
284,5.55E+07,1.26449,0.00053817,8.74548,25717.2,10.625,268500,1.74E+06,2.98E+06,1.75E+06,3.22E+06,1.22E+05,8.45E+01,1463670,1.757035397,0.0007259149945,18.34429892
285,5.57E+07,1.31061,0.000315698,8.04213,27251.2,6,255048,1.79E+06,3.08E+06,1.80E+06,3.32E+06,1.31E+05,8.52E+01,1518470,1.794648561,0.0003951345763,16.79638057
286,5.59E+07,1.28444,7.60E-05,8.40205,27221.8,1.5,269012,1.84E+06,3.15E+06,1.84E+06,3.40E+06,1.31E+05,8.40E+01,1560020,1.744964808,0.00009615261343,17.2441379
287,5.61E+07,1.27684,0.000108133,8.153,27736.1,2.25,271966,1.88E+06,3.24E+06,1.90E+06,3.50E+06,1.37E+05,8.55E+01,1600480,1.732986354,0.0001405828252,16.99277717
288,5.63E+07,1.28119,0.000482445,8.43706,28569.2,10.75,289863,1.93E+06,3.34E+06,1.96E+06,3.60E+06,1.41E+05,8.56E+01,1645120,1.736602801,0.0006534477728,17.61956575
289,5.64E+07,1.29681,5.02E-05,7.81999,29448.6,1.25,280822,1.97E+06,3.42E+06,2.01E+06,3.71E+06,1.57E+05,8.54E+01,1698410,1.733892287,0.00007359824777,16.53440571
290,5.66E+07,1.27753,0.000138716,8.30029,29862.4,3,299665,2.05E+06,3.54E+06,2.07E+06,3.81E+06,1.49E+05,8.56E+01,1741650,1.714603968,0.0001722504522,17.20581058
291,5.68E+07,1.24631,0.000889189,8.79688,29898.7,20.25,328702,2.10E+06,3.64E+06,2.12E+06,3.91E+06,1.51E+05,8.62E+01,1786140,1.673928136,0.001133729719,18.40292474
292,5.70E+07,1.26063,1.11E-05,8.03209,30526.3,0.25,306215,2.13E+06,3.70E+06,2.16E+06,3.99E+06,1.59E+05,8.57E+01,1835040,1.663522321,0.00001362368123,16.68710219
293,5.72E+07,1.23461,2.23E-05,8.13059,30300.3,0.5,316102,2.16E+06,3.78E+06,2.20E+06,4.07E+06,1.62E+05,8.66E+01,1873100,1.617655224,0.0000266937163,16.87587422
294,5.74E+07,1.23919,0.000661566,8.49709,30467.6,15.5,331674,2.18E+06,3.78E+06,2.21E+06,4.09E+06,1.66E+05,8.52E+01,1883490,1.61761411,0.0008229403926,17.60954398
295,5.76E+07,1.24754,2.20E-05,9.01126,30361.1,0.5,350487,2.15E+06,3.78E+06,2.18E+06,4.08E+06,1.64E+05,8.65E+01,1894860,1.60228724,0.00002638717372,18.49672271
296,5.78E+07,1.24964,0.00043445,8.90311,30232.9,10.25,345869,2.13E+06,3.75E+06,2.18E+06,4.07E+06,1.82E+05,8.58E+01,1890840,1.59891371,0.0005420871147,18.29181739
297,5.80E+07,1.23884,0.000248903,8.17676,29944.6,5.75,318057,2.15E+06,3.78E+06,2.18E+06,4.07E+06,1.63E+05,8.67E+01,1890370,1.584060263,0.0003041732571,16.82511889
298,5.82E+07,1.25261,1.08E-05,8.64892,30189.5,0.25,338162,2.13E+06,3.78E+06,2.18E+06,4.10E+06,1.84E+05,8.61E+01,1921390,1.571232285,0.00001301141361,17.5998626
299,5.84E+07,1.26637,5.37E-05,9.14714,30664.9,1.25,359603,2.16E+06,3.80E+06,2.18E+06,4.12E+06,1.73E+05,8.45E+01,1939440,1.581121355,0.00006445159427,18.54158932
